0,2014-07-20,Sun,1543427,490994784723800000,8,CNBC,Hot trends in the Los Angeles' tech startup scene: http://t.co/yLuRD1dDOL,23:00:53,20402945
1,2014-07-20,Sun,1543427,490979664786379000,46,CNBC,A staggering number of American professionals have workweeks that exceed 40 hours: http://t.co/svoHgAF5EF,22:00:48,20402945
2,2014-07-20,Sun,1543427,490964679297356000,13,CNBC,Why are NYC taxis regulated? » http://t.co/ZRDCvofOru • #30SecondsToKnow,21:01:15,20402945
3,2014-07-20,Sun,1543427,490949488602018000,11,CNBC,Would you prefer a glass of wine? Or a cocktail? The line is blurring between the two: http://t.co/NE3MFh9yHE,20:00:54,20402945
4,2014-07-20,Sun,1543427,490934377581675000,23,CNBC,Forbes selling majority ownership stake: http://t.co/nz9aNlXWgJ,19:00:51,20402945
5,2014-07-20,Sun,1543427,490927825394741000,39,CNBC,West toughens calls on Russia to cooperate over downed #MH17 » http://t.co/BdsF8xAlfA http://t.co/oOXzXe7jti,18:34:49,20402945
6,2014-07-20,Sun,1543427,490919330482520000,10,CNBC,Lady Gaga 'Water Boards' California: http://t.co/0h4VSLRuh4 (via @janewells),18:01:03,20402945
7,2014-07-20,Sun,1543427,490904140324041000,16,CNBC,Nissan ramps up push into self-driving vehicles: http://t.co/xnTAJNvl6v (via @DetroitBureau),17:00:42,20402945
8,2014-07-20,Sun,1543427,490889272426529000,55,CNBC,This company monitors bathroom breaks and penalizes employees who spend more than six minutes a day there: http://t.co/YF7DAzaTAD,16:01:37,20402945
9,2014-07-20,Sun,1543427,490874019282158000,49,CNBC,Value of worldwide mergers and acquisitions hits $2 trillion this year: http://t.co/d41UV2PkhI,15:01:00,20402945
10,2014-07-20,Sun,1543427,490858929048805000,13,CNBC,Barbie needs a makeover as sales sag: http://t.co/xpP3Ewjp7j,14:01:03,20402945
11,2014-07-20,Sun,1543427,490843999780209000,53,CNBC,Jim Cramer: It's a mistake to buy stocks right now » http://t.co/hl9hc6UI21,13:01:43,20402945
12,2014-07-20,Sun,1543427,490837376084615000,22,CNBC,MH17 crash victims put in refrigerated wagons workers say: http://t.co/8aN5AgvzHz • #MH17,12:35:24,20402945
13,2014-07-20,Sun,1543427,490828627815465000,14,CNBC,Bigger worry than geopolitics? The Fed of course: http://t.co/Fm9QarpVTG (via @JeffCoxCNBCcom),12:00:38,20402945
14,2014-07-20,Sun,1543427,490813552056599000,18,CNBC,U.S. drugmaker Abbvie is to merge with the Irish pharmaceutical company Shire in a deal worth $54.7 billion: http://t.co/IwFupqNIG5,11:00:44,20402945
15,2014-07-20,Sun,1543427,490798394538201000,26,CNBC,Financial markets might be “too upbeat” about the European recovery warns the IMF’s Lagarde:  http://t.co/5aT65nyoTz,10:00:30,20402945
16,2014-07-20,Sun,1543427,490783405689151000,9,CNBC,Singapore zoo CEO takes a leap into the wild – quite literally: http://t.co/JVWHyi5M7X,09:00:56,20402945
17,2014-07-20,Sun,1543427,490768273659527000,15,CNBC,The U.S. may have lost the World Cup but some American restaurants got a boost from the soccer tournament: http://t.co/VTnyTRD6e8,08:00:49,20402945
18,2014-07-20,Sun,1543427,490753122563006000,15,CNBC,6 ways bonds can bite you: http://t.co/Cr5rRH4LPf,07:00:36,20402945
19,2014-07-20,Sun,1543427,490738080492835000,24,CNBC,Why millions of elderly Chinese people work in the “informal waste management sector.” » http://t.co/k4fTvgkNrw,06:00:50,20402945
20,2014-07-20,Sun,1543427,490722919559860000,19,CNBC,This liver disease could rival hepatitis C: http://t.co/OFXnt64HhR (via @megtirrell),05:00:35,20402945
21,2014-07-20,Sun,1543427,490707800843379000,47,CNBC,Which two American families have remained billionaires for 6 generations? http://t.co/2J9de9UeqP,04:00:31,20402945
22,2014-07-20,Sun,1543427,490693289767883000,25,CNBC,Out of work? Advisors offer important 401(k) dos and don'ts: http://t.co/nW8I3daiCD,03:02:51,20402945
23,2014-07-20,Sun,1543427,490677604731851000,48,CNBC,Unidentified 'nation-state' may have hacked the Nasdaq report says: http://t.co/Y7PDY77cjV,02:00:31,20402945
24,2014-07-20,Sun,1543427,490662526368358000,18,CNBC,That extramarital affair is costing you a small fortune: http://t.co/1jLbJrc7jL,01:00:37,20402945
25,2014-07-20,Sun,1543427,490647538970943000,122,CNBC,This Indian meal service is so efficient it’s the envy of FedEx: http://t.co/CnhaUojpn4  http://t.co/qV2kfnOvFD,00:01:03,20402945
26,2014-07-19,Sat,1543427,490640371991720000,74,CNBC,Florida jury awards $23.6 billion in big tobacco lawsuit: http://t.co/ylDKj4IH59 • http://t.co/P6jyxT73z5,23:32:35,20402945
27,2014-07-19,Sat,1543427,490632447269536000,15,CNBC,[Slideshow] 10 gadgets changing the nature of summer fun: http://t.co/DpCzt1wnch,23:01:05,20402945
28,2014-07-19,Sat,1543427,490617265856201000,12,CNBC,Can LeBron save Cleveland?  http://t.co/djccRL6MRm (via @ScottCohnCNBC) #TopStates,22:00:46,20402945
29,2014-07-19,Sat,1543427,490602290492219000,16,CNBC,Four mistakes that are ruining your homemade cocktails: http://t.co/5xF1uk7LZW,21:01:15,20402945
30,2014-07-19,Sat,1543427,490587097322246000,18,CNBC,Is IBM the poster child of bad corporate growth? http://t.co/MmwR5hUmiP • $IBM,20:00:53,20402945
31,2014-07-19,Sat,1543427,490572266103910000,21,CNBC,Federal student loans aren’t following you if you went to community college: http://t.co/GfVKrlAIHf,19:01:57,20402945
32,2014-07-19,Sat,1543427,490556881614565000,14,CNBC,Teen drivers aren’t just risky they’re expensive: http://t.co/E3233fM3u1,18:00:49,20402945
33,2014-07-19,Sat,1543427,490541970306396000,53,CNBC,U.S. debt will eclipse GDP in 25 years: http://t.co/LUrKF73MgU,17:01:34,20402945
34,2014-07-19,Sat,1543427,490526948406612000,13,CNBC,Tips for vacationing on a budget this summer: http://t.co/zWgEnZIy7f,16:01:52,20402945
35,2014-07-19,Sat,1543427,490511717479100000,31,CNBC,Deadly Ebola virus spreads—and so do fears: http://t.co/SkOcXNKkmp,15:01:21,20402945
36,2014-07-19,Sat,1543427,490496799632028000,19,CNBC,Bonds have long been viewed as a port in the storm. 6 ways bonds can bite you: http://t.co/Cr5rRH4LPf,14:02:04,20402945
37,2014-07-19,Sat,1543427,490481684731920000,70,CNBC,It's good to be young &amp; rich: http://t.co/zSknmZ2ZYJ  http://t.co/gm2xDrKVqW,13:02:01,20402945
38,2014-07-19,Sat,1543427,490471216621568000,47,CNBC,Israeli tanks dig in at Gaza frontier as Palestinian toll tops 300: http://t.co/aP3jvgfcCL,12:20:25,20402945
39,2014-07-19,Sat,1543427,490466410318270000,128,CNBC,This $2 million watch is already sold out: http://t.co/qajZPTGmAx http://t.co/jTbdtilLK8,12:01:19,20402945
40,2014-07-19,Sat,1543427,490460176395567000,28,CNBC,Ukraine accuses rebels of destroying #MH17 evidence as fighting and artillery barrages resume in area: http://t.co/GiaUjQ84Rn,11:36:33,20402945
41,2014-07-19,Sat,1543427,490451331568919000,22,CNBC,Millennials love everything alternative … including alternative medicine: http://t.co/vC37LBBH2i,11:01:24,20402945
42,2014-07-19,Sat,1543427,490442083497697000,20,CNBC,Malaysian transport minister calls on the world to help in recovering bodies from the #MH17 crash: http://t.co/m4yC8lzeBs,10:24:39,20402945
43,2014-07-19,Sat,1543427,490436267784827000,33,CNBC,Which two American families have remained billionaires for 6 generations? http://t.co/2J9de9UeqP (via @robtfrank),10:01:32,20402945
44,2014-07-19,Sat,1543427,490425007131361000,45,CNBC,[Breaking] Malaysia transport minister: concerned #MH17 crash site has not been secured and evidence not preserved.,09:16:48,20402945
45,2014-07-19,Sat,1543427,490420848655086000,8,CNBC,It's not often you get a chance to see one of the most dangerous flashpoints in Asia: http://t.co/q1zeQ98xnl (via @eyoonCNBC),09:00:16,20402945
46,2014-07-19,Sat,1543427,490405836242440000,16,CNBC,German Chancellor Angela Merkel talks tough but can Europe back it up? http://t.co/ZMw2hSMWbC,08:00:37,20402945
47,2014-07-19,Sat,1543427,490390730826088000,19,CNBC,This young gun says he has a $50 billion idea: http://t.co/1Cvpk0UNqB • #DeliveringAlpha,07:00:35,20402945
48,2014-07-19,Sat,1543427,490375550691975000,14,CNBC,Getting ready for college? Take these money tips with you: http://t.co/2AqkUwwBsb,06:00:16,20402945
49,2014-07-19,Sat,1543427,490360602737779000,36,CNBC,Is America ready for cappuccino-flavored chips? http://t.co/qqwgiogDGB  http://t.co/6ro8OrDRPP,05:00:52,20402945
50,2014-07-19,Sat,1543427,490345327850193000,22,CNBC,McDonald’s franchisees most pessimistic in a decade: http://t.co/AzSbUYwujV (via @KatieLittle) $MCD,04:00:10,20402945
51,2014-07-19,Sat,1543427,490330427518091000,56,CNBC,Why was Malaysia Airlines #MH17 flying over Ukraine? http://t.co/v6KA2kAUZz http://t.co/IQeRUJkmzX,03:00:58,20402945
52,2014-07-19,Sat,1543427,490315342405992000,41,CNBC,Millionaires prefer Facebook over Twitter: http://t.co/RKTmus08wY (via @robtfrank),02:01:01,20402945
53,2014-07-19,Sat,1543427,490300071817523000,23,CNBC,What real traders (not the machines) worry about: http://t.co/lvZNgE3cNL,01:00:21,20402945
54,2014-07-19,Sat,1543427,490285065956782000,15,CNBC,A top biotech analyst has called out Janet Yellen:  http://t.co/yFJpLgCh5r (via @Bruno_J_Navarro),00:00:43,20402945
55,2014-07-18,Fri,1543427,490282496601629000,13,CNBC,Iran and six world powers agree to extend nuclear talks until late November: http://t.co/CiPyZGYVu5,23:50:30,20402945
56,2014-07-18,Fri,1543427,490251313330942000,36,CNBC,President Obama said today that least one American was killed in the Malaysia Airlines tragedy. https://t.co/4U7VfgoTeY,21:46:36,20402945
57,2014-07-18,Fri,1543427,490224665605198000,23,CNBC,[Market Close] Stocks end with weekly gains as Ukraine tensions ebb: http://t.co/6cxk1JOit0,20:00:42,20402945
58,2014-07-18,Fri,1543427,490221125096706000,56,CNBC,Pro-Russian separatists look at passengers' belongings at the crash site of #MH17: http://t.co/hxME4mTX7u • http://t.co/yzj9l4TRjd,19:46:38,20402945
59,2014-07-18,Fri,1543427,490179054067540000,25,CNBC,Jim Cramer: It's a mistake to buy stocks right now. » http://t.co/hl9hc6UI21,16:59:28,20402945
60,2014-07-18,Fri,1543427,490167867468694000,20,CNBC,Pres. Obama: Prepared to increase sanctions on Russia if needed; I made clear to Putin we prefer diplomatic solution. http://t.co/rREn2xVGEg,16:15:01,20402945
61,2014-07-18,Fri,1543427,490166775552549000,62,CNBC,President Obama says at least one American citizen had been killed in #MH17 crash in Ukraine: http://t.co/vx3HOiQ865 http://t.co/7MMXzLGDCP,16:10:40,20402945
62,2014-07-18,Fri,1543427,490164649007280000,42,CNBC,President Obama speaking on the situation in Israel and Gaza City: http://t.co/cY2AF8NdS6,16:02:13,20402945
63,2014-07-18,Fri,1543427,490164081383727000,38,CNBC,President Obama on the situation in Ukraine: We will make sure the truth comes out. • #MH17 http://t.co/JjALIwh9ME,15:59:58,20402945
64,2014-07-18,Fri,1543427,490163586824962000,39,CNBC,Obama: Separatists have received steady flow of support from Russia; all parties must adhere to immediate ceasefire. http://t.co/XsUjoZiYf5,15:58:00,20402945
65,2014-07-18,Fri,1543427,490163228329411000,23,CNBC,Obama: Not the first time plane has been shot down in area; there must be credible investigation into jet crash. » http://t.co/nJt45q6ztc,15:56:35,20402945
66,2014-07-18,Fri,1543427,490162914104738000,21,CNBC,President Obama: At least one American citizen was killed on #MH17; deaths on MH17 are an outrage of unspeakable proportions.,15:55:20,20402945
67,2014-07-18,Fri,1543427,490157577213583000,24,CNBC,President Obama to speak at 12 noon ET on situation in #Ukraine: http://t.co/BCnzadxjnN • #MH17,15:34:07,20402945
68,2014-07-18,Fri,1543427,490147376279990000,40,CNBC,U.S. officials to NBC: 'Absolutely' possible Russian military shot down #MH17 still trying to figure out details • http://t.co/ZTcurl4AcS,14:53:35,20402945
69,2014-07-18,Fri,1543427,490144247224734000,53,CNBC,U.S. Ambassador to UN says #MH17 likely downed by SA-11  operated from separatist-held location in eastern Ukraine. http://t.co/ugWZOoagXY,14:41:09,20402945
70,2014-07-18,Fri,1543427,490141476220068000,104,CNBC,Of the 298 people on board #MH17 189 were Dutch nationals. Dutch PM Mark Rutte speaking now • http://t.co/BCnzadxjnN http://t.co/y5A2lEIMYX,14:30:08,20402945
71,2014-07-18,Fri,1543427,490134994317505000,44,CNBC,WATCH: UN Security Council holds emergency meeting on Ukraine. Live stream [desktop only]: http://t.co/UtkIIobNDL http://t.co/dWbTzzeXOQ,14:04:23,20402945
72,2014-07-18,Fri,1543427,490133584687010000,13,CNBC,Consumer sentiment hits 81.3 in July vs. 83.2 estimate: http://t.co/4Ew9qchRjv,13:58:47,20402945
73,2014-07-18,Fri,1543427,490131413971137000,41,CNBC,President Obama will deliver a statement on the situation in Ukraine at 11:30am ET. #MH17,13:50:09,20402945
74,2014-07-18,Fri,1543427,490129318186877000,35,CNBC,U.S. believes Russian separatists fired missile that downed #MH17 - Dow Jones • http://t.co/BCnzadxjnN,13:41:50,20402945
75,2014-07-18,Fri,1543427,490127033188377000,14,CNBC,[Market Open] Stocks edge higher at the start; Dow is the only one of the major averages higher for the week • http://t.co/V9iQEriuaR,13:32:45,20402945
76,2014-07-18,Fri,1543427,490123100554809000,23,CNBC,The FBI and NTSB will send investigators to Ukraine to assist in the #MH17 investigation (via @NBCNews) • http://t.co/BCnzadxjnN,13:17:07,20402945
77,2014-07-18,Fri,1543427,490119741185753000,47,CNBC,“There's not a feeling of safety here in Gaza or anywhere in the Gaza Strip.” – @RichardEngel http://t.co/0M71WyFd3g http://t.co/okmlM6Dwzs,13:03:46,20402945
78,2014-07-18,Fri,1543427,490113844766069000,73,CNBC,BREAKING: No Americans on latest #MH17 manifest; four passengers remain unverified • http://t.co/BCnzadxjnN,12:40:21,20402945
79,2014-07-18,Fri,1543427,490097211603427000,158,CNBC,One third of the #MH17 passengers were AIDS conference delegates • http://t.co/bTLSgE64Z2 http://t.co/vxrWQr3LM2,11:34:15,20402945
80,2014-07-18,Fri,1543427,490082275682296000,20,CNBC,General Electric posts earnings of 39 cents a share matching estimates: http://t.co/eA4SwtQYH6 $GE (via @EarningsCentral),10:34:54,20402945
81,2014-07-18,Fri,1543427,490081253409186000,18,CNBC,As Malaysian Airlines grapples with its second disaster concerns about the carrier are mounting: http://t.co/T4dm3N3uZ2 (via @Ansuya_H),10:30:50,20402945
82,2014-07-18,Fri,1543427,490073739095474000,11,CNBC,How investors should react to Ukraine news: http://t.co/uqsH68BZD7 (via @ldelevingne),10:00:59,20402945
83,2014-07-18,Fri,1543427,490067522059002000,11,CNBC,#MH17 timeline of events: http://t.co/huJUg6F4q1 (via @LeslieShaffer1),09:36:16,20402945
84,2014-07-18,Fri,1543427,490058470582800000,9,CNBC,IRS probe raises questions over “missing” emails: http://t.co/Az0YieuKpA,09:00:18,20402945
85,2014-07-18,Fri,1543427,490050687846593000,35,CNBC,"If #MH17 was shot down it is an ""outrage against human decency"" Malaysian officials say at a press conference: http://t.co/BCnzadxjnN",08:29:23,20402945
86,2014-07-18,Fri,1543427,490043364046537000,15,CNBC,Microsoft shares soar after company makes massive job cuts: http://t.co/hcv7Rh1jGV • $MSFT,08:00:17,20402945
87,2014-07-18,Fri,1543427,490039141489738000,39,CNBC,Ukraine and Russia trade accusations over #MH17 plane disaster - as both deny any responsibility: http://t.co/cLNvWW7I7k,07:43:30,20402945
88,2014-07-18,Fri,1543427,490028295032148000,15,CNBC,Senate votes to extend terrorism insurance program: http://t.co/IXyU1mSG0n,07:00:24,20402945
89,2014-07-18,Fri,1543427,490015714066305000,51,CNBC,Russia's Micex stock index opens down 1.5 percent after the #MH17 disaster. Here's how it has fared over the month: http://t.co/tEtgUxnpMv,06:10:24,20402945
90,2014-07-18,Fri,1543427,490013155385680000,16,CNBC,Long Island Rail Road strike averted saving 145000 commuters from hoofing it to work: http://t.co/boctyN6079,06:00:14,20402945
91,2014-07-18,Fri,1543427,490005608444482000,17,CNBC,Images from the #MH17 Ukraine crash: http://t.co/W3TwCVA4i7,05:30:15,20402945
92,2014-07-18,Fri,1543427,489998039277654000,18,CNBC,Millions of Obamacare enrollees could pay billions of dollars more: http://t.co/fyciyjFqUV (via @_DanMangan),05:00:10,20402945
93,2014-07-18,Fri,1543427,489995284236100000,13,CNBC,For the latest #MH17 developments follow our live blog • http://t.co/Acy2BPJjbf (via @CNBCWorld),04:49:14,20402945
94,2014-07-18,Fri,1543427,489982974071681000,12,CNBC,Market reaction to Malaysia jet crash could be short-lived: http://t.co/Yu0n1TpIJF (via @PattiDomm),04:00:19,20402945
95,2014-07-18,Fri,1543427,489968099689791000,45,CNBC,Who hacked the Nasdaq? http://t.co/Y7PDY77cjV,03:01:12,20402945
96,2014-07-18,Fri,1543427,489952948827750000,59,CNBC,Condemnation of Russia bad and likely to get worse: http://t.co/4ucepLiZg0 http://t.co/dJZ4nOoQxd • #MH17,02:01:00,20402945
97,2014-07-18,Fri,1543427,489942655674360000,31,CNBC,President Obama warns Putin of more sanctions over Ukraine: http://t.co/bZxImdef9w,01:20:06,20402945
98,2014-07-18,Fri,1543427,489932641341555000,37,CNBC,7 arrested in alleged penny stock pump-and-dump: http://t.co/iembUO9d2g (via @ScottCohnCNBC),00:40:18,20402945
99,2014-07-18,Fri,1543427,489923773122879000,33,CNBC,Geopolitical unrest and tension in Israel and Gaza sent stocks sharply lower today. #RapidRecap https://t.co/H7bZI86pf1,00:05:04,20402945
100,2014-07-17,Thu,1543427,489918527185629000,23,CNBC,Israeli Ambassador to CNBC: We must protect our population. http://t.co/4uf8Bg47WB (via @JohnJHarwood),23:44:13,20402945
101,2014-07-17,Thu,1543427,489898871607554000,43,CNBC,Tonight at 7p ET: A special report on the Malaysia Airlines #MH17 tragedy and Israel's ground offensive in Gaza. http://t.co/Pahnn9kPDn,22:26:07,20402945
102,2014-07-17,Thu,1543427,489884219725054000,114,CNBC,'The question now is going to be who’s got the black box.' -- Former NTSB Investigator http://t.co/OnKc0opg4U #MH17 http://t.co/2tSY2zYJxn,21:27:54,20402945
103,2014-07-17,Thu,1543427,489877609111896000,84,CNBC,Scene from Gaza tonight as Israel begins ground invasion: http://t.co/Ip84DwCatL (via @RichardEngel),21:01:38,20402945
104,2014-07-17,Thu,1543427,489874823976591000,15,CNBC,Blackrock founding partner Sue Wagner joins Apple's board of directors; Bill Campbell board's longest serving member is retiring. • $AAPL,20:50:34,20402945
105,2014-07-17,Thu,1543427,489865500131090000,136,CNBC,US intelligence confirms surface-to-air missile fired at Malaysian plane divided over origin DJ reports. http://t.co/4ucepLiZg0 • #MH17,20:13:31,20402945
106,2014-07-17,Thu,1543427,489864677489246000,25,CNBC,EARNINGS ALERT: IBM Q2 EPS $4.32 Ex-Items vs. $4.29 Est.; Q2 Revs. $24.36B vs. $24.13B Est. • $IBM QUOTE: http://t.co/b90RU8XPir,20:10:15,20402945
107,2014-07-17,Thu,1543427,489862184806019000,16,CNBC,[Market Close] Stocks end sharply lower amid geopolitical unrest: http://t.co/bTThf6swcL,20:00:20,20402945
108,2014-07-17,Thu,1543427,489858593785913000,666,CNBC,BREAKING: Moments ago Israel began ground offensive in Gaza. http://t.co/f9oADSHHpo • http://t.co/IMQ60C15VC,19:46:04,20402945
109,2014-07-17,Thu,1543427,489857253063664000,146,CNBC,BREAKING: Israel launches ground offensive in Gaza. http://t.co/dd43TGHcr5,19:40:44,20402945
110,2014-07-17,Thu,1543427,489853939215761000,30,CNBC,[Market Update] Dow falls 125 points as markets react to plane crash: http://t.co/irzYMwcdoc,19:27:34,20402945
111,2014-07-17,Thu,1543427,489853013670887000,23,CNBC,Pro-Russian separatists willing to have 3-day ceasefire for crash recovery work RIA reports. http://t.co/UDhC8rZuGE,19:23:54,20402945
112,2014-07-17,Thu,1543427,489848974489039000,33,CNBC,Crashed plane was flying in open air space; Ukrainian authorities partially close air space after crash: http://t.co/d9BEsZdgjg,19:07:51,20402945
113,2014-07-17,Thu,1543427,489846921050063000,6,CNBC,[Market Update] Stocks revisit lows of the day; Dow falls 75 points: http://t.co/bTThf6swcL,18:59:41,20402945
114,2014-07-17,Thu,1543427,489835536597541000,29,CNBC,"Pres. Obama on #MH17: ""It looks like it may be a terrible tragedy...""",18:14:27,20402945
115,2014-07-17,Thu,1543427,489834970945298000,33,CNBC,Pres. Obama: Working to determine if U.S. citizens are on board #MH17 ordered national sec. team to stay in contact with Ukraine.,18:12:12,20402945
116,2014-07-17,Thu,1543427,489834497131545000,19,CNBC,President Obama discusses downed passenger jet near Russia-Ukraine border. WATCH NOW: http://t.co/sKsFtZ5c89,18:10:19,20402945
117,2014-07-17,Thu,1543427,489822011087393000,38,CNBC,[Market Update] Stocks drop on reports plane shot down over Ukraine: http://t.co/irzYMwcdoc • http://t.co/kroY0BXeMo,17:20:42,20402945
118,2014-07-17,Thu,1543427,489810914850636000,167,CNBC,Malaysia Airlines says flight #MH17 was carrying 280 passengers and 15 crew onboard; lost contact approx. 50km from Russia-Ukraine border.,16:36:37,20402945
119,2014-07-17,Thu,1543427,489807177003958000,62,CNBC,President Obama has been briefed on #MH17 reports; directed his team to be in close touch with senior Ukranian officials on the matter.,16:21:45,20402945
