0,4xguy
1,Alea_
2,AmyResnick
3,BarbarianCap
4,CBSNews
5,DKThomp
6,DougKass
7,Dvolatility
8,EconBrothers
9,EfiEfthimiou
10,EpicureanDeal
11,FGoria
12,GTCost
13,HamzeiAnalytics
14,Ian_Fraser
15,IvanTheK
16,JacobWolinsky
17,JohnLothian
18,Kiffmeister
19,LaurenLaCapra
20,MParekh
21,MarkThoma
22,MattGoldstein26
23,MichaelKitces
24,ModeledBehavior
25,NBCNews
26,Noahpinion
27,ObsoleteDogma
28,Pawelmorski
29,ReformedBroker
30,SconsetCapital
31,StockTwits
32,Techmeme
33,TheStalwart
34,ThemisSal
35,TimOBrien
36,TradeDesk_Steve
37,USTreasury
38,YanniKouts
39,_CB01
40,aarontask
41,abnormalreturns
42,adrianraymondfx
43,agschneiderman
44,alea_
45,aliceemross
46,allthingsd
47,andyharless
48,anildash
49,annielowrey
50,antderosa
51,antoinegara
52,austan_goolsbee
53,bank_governance
54,bcappelbaum
55,biotrader1
56,bkavoussi
57,bobivry
58,bondscoop
59,bradleydaviswsj
60,brianmlucey
61,businessinsider
62,buzzfeed
63,bysamro
64,calculatedrisk
65,cardiffgarcia
66,carney
67,cate_long
68,cgasparino
69,chrisadamsmkts
70,cnbc
71,cnnmoney
72,comfortablysmug
73,conorsen
74,counterparties
75,crampell
76,cvecchiofx
77,danielalpert
78,danprimack
79,davewiner
80,davidmwessel
81,davidschawel
82,dealbook
83,dealbreaker
84,delong
85,djfxtrader
86,dleonhardt
87,dougkass
88,dukestjournal
89,dutch_book
90,dylanbyers
91,economistmeg
92,economywatch
93,eddyelfenbein
94,edwardnh
95,efficiencynow
96,eisingerj
97,ekourtali
98,epicureandeal
99,ericjackson
100,ezraklein
101,fearlicious
102,
103,fgoria
104,finansakrobat
105,firoozye
106,firstadopter
107,fivethirtyeight
108,footnoted
109,forexlive
110,fortunemagazine
111,ft
112,ftalphaville
113,fullcarry
114,gideonrachman
115,gigaom
116,gruber
117,guardian
118,gusbaratta
119,hblodget
120,hedge_funds
121,hedgehogtrader
122,herbgreenberg
123,howardlindzon
124,http://nymag.com/daily/intelligencer/2013/04/bloombergs-vip-terminal-tweeters.html
125,ianbremmer
126,insidermonkey
127,investorenergy
128,ivanthek
129,izakaminska
130,jedijazz22
131,jeffkearns
132,jennablan
133,jennydeluxe
134,jimcramer
135,johngapper
136,jonathanmiller
137,joshuatopolsky
138,jsphctrl
139,justinwolfers
140,jyarow
141,katie_martin_fx
142,katyfinneran
143,keithmccullough
144,kevindepew
145,kevinroose
146,ldelevigne
147,ldelevigne
148,ldrogen
149,lindayueh
150,lopezlinette
151,lorcanrk
152,m_mcdonough
153,mamtabadkar
154,mark_dow
155,markgongloff
156,markiteconomics
157,markthoma
158,matinastevis
159,matt_levine
160,mattnesto
161,mattyglesias
162,mattzeitlin
163,mbusigin
164,modeledbehavior
165,moorehn
166,morningmoneyben
167,motokorich
168,munilass
169,nakedbondbear
170,naufalsanaullah
171,neilbarofsky
172,newsycombinator
173,nickmalkoutzis
174,niubi
175,nouriel
176,obsoletedogma
177,oknox
178,optionsfeed
179,pandodaily
180,parislemon
181,paul_vestact
182,pawelmorski
183,pcdunham
184,pdacosta
185,peterghostine
186,pimco
187,pragcapitalist
188,prchovanec
189,pwmorski
190,realdonaldtrump
191,reckless
192,reformedbroker
193,richard_florida
194,riskreversal
195,ritholtz
196,robinenergy
197,robpas
198,rortybomb
199,rosstucker
200,ryanavent
201,ryanruggiero
202,salliekrawcheck
203,sallypancakes
204,saraeisenfx
205,sarahcuda
206,scobleizer
207,scottybarber
208,seekingalpha
209,sengineland
210,senjohnmccain
211,senwarren
212,simonefoxman
213,smiley49
214,spiegelpeter
215,stephenfgordon
216,stevekovach
217,stlouisfed
218,stockleprechaun
219,stocktwits
220,street_insider
221,techmeme
222,the_analyst
223,theanalyst_hk
224,thearmotrader
225,thejusticedept
226,thestalwart
227,thestreet
228,tim
229,tlmontana
230,tmtanalyst
231,tomkeene
232,tonyfratto
233,traderflorida
234,tradingview
235,trendrida
236,trovwolv
237,valuewalk
238,venturebeat
239,vgmac
240,volatilitysmile
241,wallstcs
242,walthickey
243,zackfoot
244,zerobeta
245,zerohedge
