,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['In', '2014', 'I', 'Learned', 'That', '@reformedbroker', 'puts', 'together', 'a', 'great', 'cast', 'of', 'mkt', 'observers', 'amp', 'their', 'wisdom', 'Enjoy', '$SPY']",2015-1-1,14:39:14,EST,30803670,SPY,"[u'suggested', u'official']",32394,96702,Value,"[u'Equities', u'Bonds']",Professional,Long Term Investor,AlephBlog
1,"['quot', '@CaptainJohn', '$STUDY', 'New', 'Years', 'Day', 'trying', 'to', 'explain', 'to', 'my', 'family', 'what', 'I', 'do', 'quot', '@TheDragonfly', 'now', 'on', 'to', 'Coors', 'lights']",2015-1-1,14:37:42,EST,30803656,STUDY,[u'suggested'],4144,108412,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,CaptainJohn
2,"['quot', '@CaptainJohn', '$RIG', 'looks', 'like', 'the', 'monthly', 'will', 'hold', 'the', '02-03', 'lows', '$SPX', '$XLE', '$OIH', 'quot', '@riconator', 'tomorrow', 'w', 'b', 'telling']",2015-1-1,14:34:21,EST,30803623,OIH,[u'suggested'],4144,108412,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,CaptainJohn
3,"['Groupness', 'One', 'of', 'the', 'most', 'dangerous', 'risks', 'to', 'traders', 'and', 'NASA', 'astronauts', 'alike', '$STUDY']",2015-1-1,14:16:44,EST,30803416,STUDY,"[u'suggested', u'official']",19950,22942,Technical,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,MercenaryMike
4,"['quotAntifragile', 'quot', 'One', 'of', 'the', 'most', 'engaging', 'book', 'we', '39ve', 'read', 'over', 'the', 'years', '$STUDY']",2015-1-1,14:16:27,EST,30803412,STUDY,"[u'suggested', u'official']",19950,22942,Technical,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,MercenaryMike
5,"['out', 'of', 'the', 'woodwork', 'wwwmercenarytradercomquotes', '$STUDY']",2015-1-1,14:16:07,EST,30803405,STUDY,"[u'suggested', u'official']",19950,22942,Technical,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,MercenaryMike
6,"['Gappy', 'New', 'Year', '$SPY', '$DIA', '$IWM', '$INTC', '$MSFT', '$AAPL']",2015-1-1,14:12:37,EST,30803368,AAPL,"[u'suggested', u'official']",1669,296805,,[],,,TalkMarkets
7,"['quot', '@BeckyHiu', 'Time', 'to', 'ring', 'in', 'the', 'New', 'Year', 'Just', 'want', 'to', 'thank', 'everyone', '@StockTwits', 'for', 'an', 'amazing', '2014', 'Learned', 'so', 'much', 'will', 'continue', '$SPY', 'quot']",2015-1-1,14:11:32,EST,30803362,SPY,"[u'ir', u'suggested', u'official']",99149,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
8,"['@IPOWizard', '@stocktwits', 'Yes', 'It', '39s', 'added', '$INOV', 'is', 'now', 'a', 'stream', 'New', 'upcoming', 'IPO']",2015-1-1,14:10:16,EST,30803344,INOV,"[u'ir', u'suggested', u'official']",99149,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
9,"['quot', '@MercenaryRT', 'out', 'of', 'the', 'woodwork', '$STUDY', 'quot']",2015-1-1,14:06:34,EST,30803304,STUDY,"[u'ir', u'suggested', u'official']",99144,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
10,"['quot', '@CaptainJohn', '$STUDY', 'New', 'Years', 'Day', 'trying', 'to', 'explain', 'to', 'my', 'family', 'what', 'I', 'do', 'over', 'bloodys', 'quot', '@dawn48', '48', 'was', 'my', 'lol']",2015-1-1,14:06:35,EST,30803305,STUDY,[u'suggested'],4144,108412,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,CaptainJohn
11,"['quot', '@MercenaryRT', 'Groupness', 'One', 'of', 'the', 'most', 'dangerous', 'risks', 'to', 'traders', 'and', 'NASA', 'astronauts', 'alike', '$STUDY', 'quot']",2015-1-1,13:58:13,EST,30803205,STUDY,"[u'suggested', u'official']",2671,18652,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,atmcharts
12,"['Learn', 'to', 'Trade', 'through', 'Active', 'Trading', 'price', 'action', 'analysis', 'of', 'the', 'recent', 'run', 'up', 'in', '$D', '$STUDY', '$TWENTY15', '@StockTwits']",2015-1-1,13:55:11,EST,30803157,D,[u'suggested'],3402,382749,Technical,"[u'Equities', u'Options']",,Swing Trader,Syncubate
13,"['3', 'Technology', 'Stocks', 'That', 'Crushed', 'Apple', 'In', '2014', '$SPX', '$AAPL', '$MSFT', '$IBM', '$MU', '$TTWO', '$ORCL', '$FB', '$TWTR']",2015-1-1,13:53:05,EST,30803125,SPX,"[u'suggested', u'official']",1669,296805,,[],,,TalkMarkets
14,"['$BBRY', 'Risk', 'After', 'Earnings', 'Now', 'Near', 'Lows', 'Option', 'Market', 'Underpricing', 'Risk', 'pic', 'data', 'via', 'gt']",2015-1-1,13:18:39,EST,30802765,BBRY,"[u'suggested', u'official']",8036,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
