,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['quot', '@CaptainJohn', 'This', 'risk', 'on', 'pair', 'not', 'confirming', 'recent', 'new', 'highs', '$SPHB', '$SPLV', '$SPX', '$SPY', 'quot', '@mtbigsky', 'thanks', 'Robert']",2014-12-9,21:49:10,EST,30077846,SPX,[u'suggested'],3429,108412,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,CaptainJohn
1,"['Looking', 'ahead', 'to', 'tomorrow', 'added', '$DO', 'to', 'my', 'SL', 'watch', 'Stop', '3140', 'vs', 'target', '4501', 'Short', 'float', '2486']",2014-12-9,21:37:47,EST,30077629,DO,[u'suggested'],31899,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
2,"['5', 'Reasons', 'You', 'Should', 'Avoid', 'Bank', 'Stocks', 'Right', 'Now', 'by', 'Jesse', 'Felder', '$JPM', '$C', '$WFC', '$BAC', '$XLF']",2014-12-9,21:36:23,EST,30077605,BAC,"[u'suggested', u'official']",1261,296805,,[],,,TalkMarkets
3,"['China', 'essential', 'hammering', 'the', 'gas', 'pedal', 'and', 'then', 'throwing', 'on', 'the', 'e-brake', 'That', '39s', 'good', 'for', 'the', 'engine', 'right', '$FXI']",2014-12-9,21:34:44,EST,30077572,FXI,"[u'suggested', u'official']",2623,200576,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures']",Professional,Swing Trader,BrennanBasnicki
4,"['I', 'recorded', 'a', 'quick', 'video', 'blog', 'with', 'some', 'thoughts', 'on', '$BLUE']",2014-12-9,21:30:26,EST,30077462,BLUE,[u'suggested'],15899,73327,Fundamental,"[u'Equities', u'Options', u'Bonds']",Professional,Long Term Investor,bradloncar
5,"['Keurig', '20', 'DRM', 'Bypass', 'Now', 'use', 'any', 'K-cup', '$GMCR', '$SBUX']",2014-12-9,21:29:02,EST,30077430,GMCR,[u'suggested'],31899,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
6,"['$EURUSD', 'Views', 'amp', 'Targets', 'For', '2015', 'Deutsche', 'Bank']",2014-12-9,21:26:11,EST,30077375,EURUSD,"[u'suggested', u'official']",6549,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
7,"['Worse', 'one', 'day', 'move', 'in', 'Greece', 'since', '1987', 'No', 'big', 'deal', '$GREK', '$NBG', '$STUDY']",2014-12-9,21:22:39,EST,30077310,NBG,"[u'suggested', u'official']",2623,200576,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures']",Professional,Swing Trader,BrennanBasnicki
8,"['BioTech', 'Week', 'In', 'Review', 'WuXi', 'PharmaTech', 'To', 'List', 'Subsidiary', 'On', 'China', '39s', 'Third', 'Board', 'amp', 'More', '$WX', '$ORMP', '$AEZS']",2014-12-9,21:21:57,EST,30077301,AEZS,"[u'suggested', u'official']",1261,296805,,[],,,TalkMarkets
9,"['$UTHR', 'A', 'box', 'break', 'here', 'takes', 'us', 'to', 'new', 'all', 'time', 'highs']",2014-12-9,21:18:07,EST,30077227,UTHR,[u'suggested'],12050,23961,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,crosshairtrader
10,"['Uh', 'oh', 'LNG', 'boom', 'over', 'as', 'China', 'looks', 'to', 'sell', 'out', 'of', 'long-term', 'deals', '$FXI', '$LNG', '$CQP', '$FCX', '$XLE']",2014-12-9,21:16:13,EST,30077190,CQP,[u'suggested'],4695,1406,Global Macro,"[u'Equities', u'Bonds']",Professional,Position Trader,macroQmicro
11,"['quot', '@PeterGhostine', '$SIMG', 'Jumped', 'over', '3', 'hurdles', 'this', 'week', 'alone', 'quot', 'Bright', 'minds', 'think', 'alike', 'New', 'pos', 'for', 'me']",2014-12-9,21:10:04,EST,30077074,SIMG,[u'suggested'],19321,170857,Technical,"[u'Equities', u'Options']",Intermediate,Position Trader,JayStrauss
12,"['$TRIP', 'Update', 'Previous', 'Slight', 'pattern', 'failure', 'ie', 'quotpullback', 'quot', 'Signal', 'fade', 'hope', 'lost']",2014-12-9,21:04:44,EST,30076979,TRIP,[u'suggested'],31899,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
13,"['$BRCM', '2nd', 'day', 'down', 'holding', 'near', '20DMA', 'amp', 'initial', 'support', 'from', 'last', 'months', 'box', 'top', 'breakout']",2014-12-9,21:02:00,EST,30076924,BRCM,[u'suggested'],4695,1406,Global Macro,"[u'Equities', u'Bonds']",Professional,Position Trader,macroQmicro
14,"['$JNJ', 'Update', 'Previous', 'Consolidating', 'Still', 'on', 'watch', 'list', 'Stalking']",2014-12-9,20:56:15,EST,30076832,JNJ,[u'suggested'],31899,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
15,"['Everyone', 'Wants', 'Into', 'LendingClub', '$LC']",2014-12-9,20:55:21,EST,30076815,LC,"[u'suggested', u'official']",1261,296805,,[],,,TalkMarkets
16,"['I', 'analyzed', '$IWM', '$QQQ', '$TSLA', 'and', 'much', 'more', 'in', 'my', 'video', 'market', 'recap', 'from', 'earlier', '$BLUE', '$SPY']",2014-12-9,20:54:00,EST,30076792,IWM,[u'suggested'],24547,8482,Technical,[u'Equities'],Professional,Swing Trader,chessNwine
17,"['$SLV', 'Update', 'Previous', '2nd', 'potential', 'weekly', 'Bear', 'Flag', 'seems', 'to', 'have', 'failed', 'Stalking']",2014-12-9,20:53:21,EST,30076785,SLV,[u'suggested'],31899,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
18,"['Flight', 'to', 'safety', 'buy', 'yen', 'amp', 'sell', 'Japan', 'stocks', 'is', 'contradictory', 'in', 'some', 'ways', 'But', 'I', 'get', 'it', 'A', 'lot', 'of', 'momo', 'fx', 'amp', 'macro', 'hf', 'fanboys', '$USDJPY']",2014-12-9,20:52:14,EST,30076778,USDJPY,[u'suggested'],88,71588,Value,"[u'Equities', u'Options']",Professional,Long Term Investor,ActiveInvesting
19,"['$JNJ', 'in', 'a', 'tight', 'WEEKLY', 'box', 'Setting', 'up', 'for', 'an', 'explosive', 'move']",2014-12-9,20:51:12,EST,30076769,JNJ,[u'suggested'],12049,23961,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,crosshairtrader
20,"['S', 'ampP-500', 'quotUpDown', 'Volume', 'quot', 'was', 'about', 'even', 'today', '$SPX', '$SPY']",2014-12-9,20:49:01,EST,30076740,SPX,[u'suggested'],31898,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
21,"['The', 'percent', 'of', 'S', 'ampP-500', 'stocks', 'above', 'their', '50-day', 'EMA', 'ended', 'the', 'day', 'at', '7720', '$SPX', '$SPY']",2014-12-9,20:47:13,EST,30076706,SPX,[u'suggested'],31898,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
22,"['The', 'percent', 'of', 'S', 'ampP-500', 'stocks', 'above', 'their', '50-day', 'SMA', 'ended', 'the', 'day', 'at', '80', '$SPX', '$SPY']",2014-12-9,20:45:25,EST,30076681,SPX,[u'suggested'],31898,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
23,"['Why', 'The', 'PS', 'Ratio', 'Is', 'My', 'Favorite', 'Valuation', 'Metric', '$SYKE', '$KR', '$HA', '$CDW', '$AMED']",2014-12-9,20:44:29,EST,30076668,AMED,"[u'suggested', u'official']",1261,296805,,[],,,TalkMarkets
24,"['The', 'Nitrous', 'Scan', '1292014', '$VPU', '$XLU', '$LHCG', '$GIMO', '$IIVI', '$PNY', '$TYL', '$SSD', '$NWN', '$PFPT', '$MKTX', '$POOL', '$LTC', '$PRGS']",2014-12-9,20:44:17,EST,30076663,IIVI,"[u'suggested', u'official']",24897,16249,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,,gtlackey
25,"['$SWKS', 'A', 'top', 'performer', 'this', 'year', 'and', 'a', 'top', 'JXM', 'scorer', '79', 'Still', 'long', 'this', 'name']",2014-12-9,20:43:06,EST,30076644,SWKS,[u'suggested'],19319,170857,Technical,"[u'Equities', u'Options']",Intermediate,Position Trader,JayStrauss
26,"['10-year', 'yield', '2-years', '$TNX']",2014-12-9,20:42:11,EST,30076627,TNX,[u'suggested'],31898,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
27,"['An', 'inside', 'look', 'at', 'my', 'valuation', 'summary', 'healthcare', 'A', 'lot', 'of', 'ratios', 'to', 'pick', 'the', 'best', '$STUDY']",2014-12-9,20:41:01,EST,30076596,STUDY,[u'suggested'],19319,170857,Technical,"[u'Equities', u'Options']",Intermediate,Position Trader,JayStrauss
28,"['The', 'Eight', 'Secrets', 'of', 'Success', '$STUDY', 'via', '@TEDtalks']",2014-12-9,20:41:01,EST,30076597,STUDY,[u'suggested'],12048,23961,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,crosshairtrader
29,"['Phone', 'Wars', '$TMUS', 'launches', 'new', '$100', 'unlimited', 'shared', 'data', 'plan', 'Cuts', 'the', 'price', 'of', 'shared', 'data', 'on', 'two', 'lines', 'by', '29']",2014-12-9,20:30:15,EST,30076384,TMUS,[u'suggested'],33405,22227,Fundamental,[u'Equities'],Intermediate,Long Term Investor,abubnic
30,"['$SIMG', 'Jumped', 'over', '3', 'hurdles', 'this', 'week', 'alone']",2014-12-9,20:28:51,EST,30076348,SIMG,[u'suggested'],17953,88210,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,PeterGhostine
31,"['quot', '@PeterLBrandt', 'New', 'Post', 'Six', 'chart', 'reasons', 'why', 'SIlver', 'has', 'bottomed', 'The', 'bear', 'is', 'dead', '$SIF', '$SLV', 'quot']",2014-12-9,20:23:25,EST,30076221,SI_F,"[u'suggested', u'official']",2622,200576,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures']",Professional,Swing Trader,BrennanBasnicki
32,"['@popeofvillage', 'I', 'think', 'you', '39re', 'thinking', 'of', 'Titan', 'Intl', 'and', 'Maurice', 'Taylor', 'with', 'ticker', '$TWI', 'It', 'makes', 'industrial', 'tires']",2014-12-9,20:21:34,EST,30076176,TWI,"[u'suggested', u'official']",20639,114233,Fundamental,[u'Equities'],Professional,Long Term Investor,TraceyRyniec
33,"['Received', 'an', 'email', 'from', 'Nomura', '$NMR', 'AM', 'US', 'that', 'it', 'has', 'launched', 'a', 'high', 'yield', 'fund', '$NPHIX', 'True', 'story', '$HYG', '$JNK']",2014-12-9,20:21:22,EST,30076169,HYG,[u'suggested'],88,71588,Value,"[u'Equities', u'Options']",Professional,Long Term Investor,ActiveInvesting
34,"['Technology', 'Firms', '$TWTR', '$STUDY', 'Top', 'Spending', 'in', 'R', 'ampD', 'pic', '@howardlindzon']",2014-12-9,20:09:39,EST,30075940,TWTR,[u'suggested'],2660,394798,,[],,,CapitalMarketLabs
35,"['NEW', 'POST', '5', 'Reasons', 'You', 'Should', 'Avoid', 'Bank', 'Stocks', 'Right', 'Now', '$BKX', '$XLF']",2014-12-9,20:03:12,EST,30075820,XLF,[u'suggested'],23525,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
36,"['December', '9', '2014', 'RS', 'Movers', '$IAI', '$IYT', '$POOL', '$AMTD', '$EZPW', '$SBNY', '$BOFI', '$BIIB', '$AA', '$AMZN', '$AKAM', '$MSFT', '$RYL']",2014-12-9,20:00:01,EST,30075766,AKAM,"[u'suggested', u'official']",24896,16249,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,,gtlackey
