,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['Will', 'Kohl', '39s', 'Gain', 'From', '8', 'Days', 'Of', 'Cyber', 'Week', 'Sales', '$KSS', '$WMT', '$BBY', '$TGT']",2014-11-29,05:33:18,EST,29723958,BBY,"[u'suggested', u'official']",1041,296805,,[],,,TalkMarkets
1,"['Gold', 'Price', 'Where', 'Are', 'You', 'Going', '$GLD']",2014-11-29,05:33:20,EST,29723959,GLD,"[u'suggested', u'official']",1041,296805,,[],,,TalkMarkets
2,"['Change', 'of', 'Plans', 'thecontrariancorner', 'by', 'Kevin', 'Ferry', '$MACRO']",2014-11-29,05:13:41,EST,29723929,MACRO,[u'suggested'],9299,5485,Technical,[u'Futures'],Professional,Day Trader,tradingpoints
3,"['Copper', 'Breakdown', 'Suggests', 'a', 'Lower', '$AUDUSD', 'Rate', 'thecontrariancorner', 'by', '@pipczar']",2014-11-29,05:12:56,EST,29723927,AUDUSD,[u'suggested'],9299,5485,Technical,[u'Futures'],Professional,Day Trader,tradingpoints
4,"['$NFLX', 'continues', 'to', 'show', 'weakness', 'will', 'it', 'pull', 'an', '$FB', 'amp', 'bounce', 'back', 'into', 'its', 'previous', 'trading', 'zone', 'See', 'analysis']",2014-11-29,02:17:11,EST,29723635,NFLX,[u'suggested'],2251,382749,Technical,"[u'Equities', u'Options']",,Swing Trader,Syncubate
5,"['Treasury', 'Yields', 'Crater', 'To', '19-Month', 'Lows', 'After', 'Stocks', 'Close', '$TLO']",2014-11-29,00:52:59,EST,29723461,TLO,"[u'suggested', u'official']",1040,296805,,[],,,TalkMarkets
6,"['Margin', 'Debt', 'Move', 'Along', 'Nothing', 'to', 'See', 'Here', 'lt', 'awesome', 'perspective', '$SPY', '$VIX']",2014-11-29,00:43:02,EST,29723421,VIX,[u'suggested'],3891,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
7,"['Goldman', 'A', 'Moment', 'Of', 'Truth', 'Approaching', 'For', 'ECB', 'Impact', 'On', '$EURUSD']",2014-11-29,00:29:30,EST,29723375,EURUSD,"[u'suggested', u'official']",6409,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
8,"['Short', 'Side', 'of', 'Long', 'Panic', 'in', 'Crude', 'Oil', 'Market', 'Prices', '$CLF', '$USO']",2014-11-29,00:25:11,EST,29723361,CL_F,[u'suggested'],3891,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
9,"['quot', '@seeitmarket', 'Ford', 'Stock', 'F', 'Is', 'Nearing', '2', 'Critical', 'Resistance', 'Levels', '$F', '$GM', '$TM', '$TSLA', 'quot']",2014-11-29,00:13:47,EST,29723327,F,[u'suggested'],3888,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
10,"['quot', '@andrewnyquist', 'Via', '@atmcharts', 'New', 'Post', 'quotWhy', 'Amazon', 'Stock', 'Is', 'At', 'A', 'Critical', 'Juncture', 'In', 'Time', 'amp', 'Price', 'quot', '$AMZN', 'quot']",2014-11-29,00:10:50,EST,29723313,AMZN,[u'suggested'],3888,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
11,"['Via', '@atmcharts', 'New', 'Post', 'quotWhy', 'Amazon', 'Stock', 'Is', 'At', 'A', 'Critical', 'Juncture', 'In', 'Time', 'amp', 'Price', 'quot', '$AMZN', '$QQQ', '$SPY']",2014-11-28,23:56:02,EST,29723240,AMZN,"[u'suggested', u'official']",9670,116133,Technical,[u'Equities'],Professional,Swing Trader,andrewnyquist
12,"['@seeitmarket', '7', 'Warren', 'Buffett', 'Quotes', 'For', 'Active', 'Investors', '$SPY', '$QQQ', '$IWM', '$STUDY']",2014-11-28,23:53:57,EST,29723231,IWM,"[u'suggested', u'official']",9670,116133,Technical,[u'Equities'],Professional,Swing Trader,andrewnyquist
13,"['@troyk', 'ouch', 'That', '39s', 'one', 'hefty', 'termination', 'fee', 'Unhappy', 'investors', 'will', 'have', 'to', 'dump', 'a', 'lot', 'of', '$HAL', 'stock', 'then', 'to', 'make', 'this', 'deal', 'break']",2014-11-28,23:40:12,EST,29723160,HAL,[u'suggested'],26160,1402,Technical,"[u'Equities', u'Options', u'Forex']",Intermediate,Swing Trader,DrDuru
14,"['@TraderMike', 'Stocktwits', '$NFLX', 'sentiment', 'is', 'very', 'bearish', 'Nuff', 'said', 'and', 'nuff', 'for', 'me']",2014-11-28,23:12:47,EST,29723011,NFLX,[u'suggested'],26160,1402,Technical,"[u'Equities', u'Options', u'Forex']",Intermediate,Swing Trader,DrDuru
15,"['@TraderMike', 'AH', 'ha', 'IBD', 'adding', 'fuel', 'to', 'the', '$NFLX', 'fire', 'Interesting']",2014-11-28,23:11:31,EST,29723006,NFLX,[u'suggested'],26160,1402,Technical,"[u'Equities', u'Options', u'Forex']",Intermediate,Swing Trader,DrDuru
16,"['US', 'crude', 'down', 'seven', 'percent', 'to', 'May', '2010', 'low', 'on', 'OPEC', 'new', 'low', 'likely', 'quot', '$70', 'a', 'barrel', 'will', 'be', 'the', 'new', 'norm', 'quot', '$STUDY']",2014-11-28,22:12:20,EST,29722618,STUDY,"[u'suggested', u'official']",6262,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
17,"['The', 'world', 'is', 'awash', 'in', 'inflation', 'AND', 'deflation', '@anthonybrown', 'Chart', 'from', 'earlier', 'in', 'the', 'year', 'inflation', '$spy']",2014-11-28,22:10:31,EST,29722604,SPY,"[u'suggested', u'official']",89979,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
18,"['@cdixon', 'Good', 'presentation', 'Are', 'we', 'in', 'a', 'bubble', '$qqq', '$spy']",2014-11-28,21:53:09,EST,29722465,SPY,"[u'suggested', u'official']",89982,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
19,"['People', 'saying', 'we', 'have', 'kicked', 'inflation', 'don', '39t', 'eat', 'out', 'or', 'pay', 'for', 'college', 'or', 'use', 'airports', 'It', '39s', 'massive', 'US', 'inflation', 'and', 'rot', '$spy']",2014-11-28,21:47:13,EST,29722418,SPY,"[u'suggested', u'official']",89980,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
