,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['$XLE', 'gets', 'a', 'face', 'plant', 'so', '$SPX', 'will', 'take', 'a', 'nick', 'too']",2014-11-27,10:49:36,EST,29685728,SPX,"[u'suggested', u'official']",49345,151,Technical,"[u'Equities', u'Options', u'Private Companies']",Professional,Swing Trader,upsidetrader
1,"['looks', 'like', '$OIH', 'will', 'be', 'pummeled', 'below', 'that', '41', 'support', 'on', 'Friday']",2014-11-27,10:47:31,EST,29685697,OIH,"[u'suggested', u'official']",49345,151,Technical,"[u'Equities', u'Options', u'Private Companies']",Professional,Swing Trader,upsidetrader
2,"['NYSE', 'open', 'is', 'a', 'LONG', 'ways', 'away', 'quotOversold', 'quot', 'players', 'could', 'mute', 'much', 'of', 'this', 'drop', 'by', 'then', '$USO', '$CLF']",2014-11-27,10:38:48,EST,29685583,CL_F,[u'suggested'],31379,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
3,"['OPEC', 'says', 'they', 'are', 'ready', 'to', 'respond', 'to', 'adverse', 'developments', 'in', 'the', 'oil', 'market', '$CLF', '$MACRO']",2014-11-27,10:38:16,EST,29685578,CL_F,"[u'suggested', u'official']",39105,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
4,"['Russian', 'finance', 'ministry', '39s', 'Oreshkin', 'says', 'oil', 'at', 'USD', '8000', 'in', 'coming', 'years', 'is', 'moderately', 'optimistic', '$CLF', '$MACRO']",2014-11-27,10:37:55,EST,29685569,CL_F,"[u'suggested', u'official']",39105,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
5,"['OPEC', 'statement', 'makes', 'no', 'mention', 'of', 'compliance', 'with', 'output', 'ceiling', '$CLF', '$MACRO']",2014-11-27,10:37:30,EST,29685562,CL_F,"[u'suggested', u'official']",39105,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
6,"['OPEC', '39s', 'El', 'Badri', 'says', 'we', 'have', 'no', 'target', 'price', 'when', 'asked', 'about', 'previous', 'USD', '10000', 'aspirations', 'and', '$CLF', '$MACRO']",2014-11-27,10:37:00,EST,29685558,CL_F,"[u'suggested', u'official']",39105,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
7,"['EU', 'lawmakers', 'vote', 'for', 'Google', '$GOOGL', 'breakup']",2014-11-27,10:35:52,EST,29685530,GOOGL,"[u'suggested', u'official']",4418,75605,Technical,"[u'Equities', u'Options']",Professional,Position Trader,tradespoon
8,"['Unemployment', 'in', 'Canada', 'to', 'stay', 'dire', 'everywhere', 'east', 'of', 'Manitoba', 'study', 'warns', '$MACRO', 'cdnecon']",2014-11-27,10:27:25,EST,29685410,MACRO,"[u'suggested', u'official']",13737,56133,,[],,,michaelbabad
9,"['And', 'oh', 'look', 'Canadian', 'dollar', '39s', 'sinking', 'too', '$USDCAD', '$CLF', '$MACRO', 'cdnecon']",2014-11-27,10:26:57,EST,29685405,CL_F,"[u'suggested', u'official']",13737,56133,,[],,,michaelbabad
10,"['Brent', 'Crude', 'Oil', 'Down', '34', 'to', 'around', '75', 'bbl', 'atm', '$CLF', '$USO']",2014-11-27,10:19:42,EST,29685311,CL_F,[u'suggested'],31376,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
11,"['Oil', 'tumbles', 'as', 'OPEC', 'decides', 'not', 'to', 'cut', 'oil', 'output', '$CLF']",2014-11-27,10:18:02,EST,29685289,CL_F,"[u'suggested', u'official']",13737,56133,,[],,,michaelbabad
12,"['Brent', 'crude', 'oil', 'price', 'falls', 'to', 'under', '$75', 'a', 'barrel', 'after', 'OPEC', 'decides', 'not', 'to', 'cut', 'production', 'despite', 'oversupply', 'in', 'markets', 'Reuters', '$USO']",2014-11-27,10:17:34,EST,29685273,USO,[u'suggested'],31378,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
