,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['Aggggh', 'Having', 'flashbacks', 'to', 'dot-com', 'boombust', 'Haven', '39t', 'thought', 'about', 'Sapient', 'in', 'a', 'long', 'time', 'But', '$SAPE', 'up', '41', 'premarket', 'as', '$PUBGY', 'buys', 'it']",2014-11-3,06:52:43,EST,28734843,SAPE,"[u'suggested', u'official']",14748,23887,,[],Novice,Long Term Investor,lamonicabuzz
1,"['Earnings', 'For', 'The', 'Week', 'Of', '113', '$DIS', '$QCOM', 'amp', 'More', '$AIG', '$ATVI', '$BRK', 'A']",2014-11-3,06:51:27,EST,28734825,ATVI,"[u'suggested', u'official']",47808,7108,Fundamental,"[u'Equities', u'Options']",Professional,Day Trader,Benzinga
2,"['Friday', '39s', 'Notable', 'Options', 'Activity', '$EWJ', '$F', '$CMCSA', '$EBAY', '$INTC', '$S', '$OIH', '@EnisTaner']",2014-11-3,06:49:37,EST,28734813,OIH,"[u'suggested', u'official']",10611,70439,Fundamental,"[u'Equities', u'Options']",Professional,Position Trader,RiskReversal
3,"['Barron', '39s', 'Recap', 'Betting', 'On', 'EmergingMarkets', '$BABA', '$BID', '$STBZ']",2014-11-3,06:42:56,EST,28734749,BID,"[u'suggested', u'official']",47808,7108,Fundamental,"[u'Equities', u'Options']",Professional,Day Trader,Benzinga
4,"['$ESF', 'thoughts', 'for', 'today', 'quotOverbought', 'Can', 'Get', 'Overboughter', 'quot', 'setups', 'gt', 'Top', '25', 'MoMo', 'List', '$SPX']",2014-11-3,06:42:51,EST,28734746,ES_F,[u'suggested'],1718,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
5,"['Biggest', '2', 'Week', 'Gain', 'Since', '2009', 'Weekly', 'Market', 'Outlook', '$SPX', '$SPY', '$VIX', '$VXX', '$DIA']",2014-11-3,06:42:11,EST,28734738,SPX,"[u'suggested', u'official']",428,296805,,[],,,TalkMarkets
6,"['$FMI', 'cut', 'a', 'deal', 'with', 'EmergingMed', 'to', 'offer', 'clinical', 'trial', 'navigation', 'services']",2014-11-3,06:37:44,EST,28734681,FMI,[u'suggested'],14856,73327,Fundamental,"[u'Equities', u'Options', u'Bonds']",Professional,Long Term Investor,bradloncar
7,"['$SPX', 'MidCaps', 'gave', 'a', 'buy', 'Oct', '21', 'Friday', 'huge', 'surge', 'in', 'high', 'low', 'percentage', 'FWIW']",2014-11-3,06:22:50,EST,28734525,SPX,[u'suggested'],1718,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
8,"['5', 'Stocks', 'To', 'Watch', 'This', 'Week', '$PCLN', '$EXPE', '$ATVI', '$EA', '$TTWO', '$TSLA', '$MWW', '$DIS', '$NFLX']",2014-11-3,06:11:06,EST,28734416,ATVI,"[u'suggested', u'official']",427,296805,,[],,,TalkMarkets
9,"['LabCorp', '$LH', 'to', 'Acquire', 'Covance', '$CVD', 'in', '$61', 'B', 'Cash', 'and', 'Stock', 'Deal']",2014-11-3,06:09:29,EST,28734396,CVD,"[u'suggested', u'official']",48823,8203,Fundamental,[u'Equities'],Professional,,Street_Insider
10,"['Publicis', 'to', 'Acquire', 'Sapient', '$SAPE', 'for', '$25', 'Share']",2014-11-3,06:09:06,EST,28734394,SAPE,"[u'suggested', u'official']",48823,8203,Fundamental,[u'Equities'],Professional,,Street_Insider
11,"['Germany', '$DAX', 'Trading', 'Levels', '3', 'Nov', 'Support', 'amp', 'Resistance', 'for', 'multiple', 'time-frames', '@', '1045', 'GMT']",2014-11-3,06:03:44,EST,28734335,DAX,[u'suggested'],8546,5485,Technical,[u'Futures'],Professional,Day Trader,tradingpoints
12,"['RCS', 'Capital', 'terminates', 'pact', 'to', 'buy', 'Cole', 'Capital', 'from', 'ARCP', '$EURUSD', '$MACRO', '$ESF']",2014-11-3,06:03:35,EST,28734333,ES_F,"[u'suggested', u'official']",36427,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
13,"['Classical', 'Monday', 'thecontrariancorner', 'by', '@debrink', 'All', 'things', '30', 'Yr', 'Treasury', '$ZBF']",2014-11-3,06:01:33,EST,28734309,ZB_F,[u'suggested'],8546,5485,Technical,[u'Futures'],Professional,Day Trader,tradingpoints
14,"['November', 'Stock', 'Considerations', '$BNS', '$TD', '$RY', '$BMO', '$CM', '$VFC', '$BMS', '$BDX']",2014-11-3,05:58:20,EST,28734276,BDX,"[u'suggested', u'official']",427,296805,,[],,,TalkMarkets
15,"['$DXF', 'Daily', 'chart', 'Target', 'hit', 'at', '87485']",2014-11-3,05:54:45,EST,28734250,DX_F,[u'suggested'],23178,32596,Technical,[u'Futures'],Professional,Day Trader,TheFibDoctor
16,"['$USDJPY', '115', 'Next', '$EURUSD', 'Heading', 'To', '120', 'SocGen']",2014-11-3,05:46:40,EST,28734206,EURUSD,"[u'suggested', u'official']",6023,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
17,"['The', 'Yen', 'Doomsday', 'Machine', '$FXY']",2014-11-3,05:45:51,EST,28734203,FXY,"[u'suggested', u'official']",427,296805,,[],,,TalkMarkets
18,"['11314', 'Morning', 'Fibs', 'and', 'Calendar', '$TFF', '$NQF', '$ESF', '$YMF', 'Fed', 'speak', 'X2', '$NKY', 'Closed', 'for', 'holiday']",2014-11-3,05:40:22,EST,28734185,ES_F,[u'suggested'],23177,32596,Technical,[u'Futures'],Professional,Day Trader,TheFibDoctor
