,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['Bear', 'Of', 'The', 'Day', 'EQT', 'Corporation', '$EQT', '$LRE']",2015-1-5,03:52:17,EST,30871630,EQT,"[u'suggested', u'official']",1715,296805,,[],,,TalkMarkets
1,"['Intraday', 'Outlooks', 'For', 'USD', 'Index', '$EURUSD', '$GBPUSD', 'Oil', 'SEB', '$DXY', '$OIL']",2015-1-5,03:21:05,EST,30871521,EURUSD,"[u'suggested', u'official']",6862,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
2,"['Another', 'January', 'Swoon', 'In', 'Store', 'Weekly', 'Market', 'Outlook', '$SPX', '$SPY', '$VIX', '$VXX']",2015-1-5,03:13:19,EST,30871494,SPX,"[u'suggested', u'official']",1715,296805,,[],,,TalkMarkets
3,"['Top', '3', 'Semiconductor', 'Stocks', 'Of', '2014', '$MU', '$NVDA', '$INTC']",2015-1-5,02:57:55,EST,30871428,INTC,"[u'suggested', u'official']",1715,296805,,[],,,TalkMarkets
4,"['Of', 'Course', 'Year-End', 'Targets', 'Are', 'Always', 'Wrong', '$SPY', '$TLT']",2015-1-5,02:56:41,EST,30871423,SPY,"[u'suggested', u'official']",10274,307445,,[],,,cullenroche
5,"['Best', 'And', 'Worst', 'Bond', 'ETFs', 'Of', '2014', '$ZROZ', '$EDV', '$TLT', '$TLO', '$DLBL', '$BABS', '$SPX', '$VCLT', '$LWC', '$CLY']",2015-1-5,02:56:02,EST,30871420,SPX,"[u'suggested', u'official']",1715,296805,,[],,,TalkMarkets
6,"['Buy', 'This', 'Energy', 'MLP', 'Now', 'For', 'Growth', '$LINE', '$LNCO']",2015-1-5,02:54:36,EST,30871412,LINE,"[u'suggested', u'official']",1715,296805,,[],,,TalkMarkets
7,"['Worst', 'Performing', 'IPOs', 'Of', '2014', '$CFG', '$NDAQ', '$V', '$RBS', '$AM', '$BIOC', '$FB', '$ALLY', '$ATEN', '$SPX', '$SYF']",2015-1-5,02:53:14,EST,30871405,SPX,"[u'suggested', u'official']",1715,296805,,[],,,TalkMarkets
8,"['$GCF', 'To', 'view', 'the', 'full', 'Gold', 'future', 'report', 'on', 'line', 'with', 'screencasts', 'click', 'here']",2015-1-5,02:29:50,EST,30871310,GC_F,"[u'suggested', u'official']",2820,243492,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,,Market_Chartist
9,"['$GCF', 'Gold', 'future', 'sees', 'a', 'range', 'theme', 'but', 'with', 'a', 'positive', 'bias']",2015-1-5,02:29:21,EST,30871307,GC_F,"[u'suggested', u'official']",2820,243492,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,,Market_Chartist
10,"['$ESF', 'To', 'view', 'the', 'full', 'SP500', 'E-mini', 'future', 'report', 'on', 'line', 'with', 'screencasts', 'click', 'here']",2015-1-5,02:28:38,EST,30871302,ES_F,"[u'suggested', u'official']",2820,243492,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,,Market_Chartist
