,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['Dollar', 'Consolidation', 'Coming', 'To', 'An', 'End', 'Poised', 'For', 'New', 'Leg', 'Up', '$UUP', '$UDN', '$FXE', '$XLE', '$FXB', '$FXA', '$FXC', '$FXY']",2014-11-30,04:33:20,EST,29731443,FXA,"[u'suggested', u'official']",1051,296805,,[],,,TalkMarkets
1,"['Insider', 'Trading', 'Report', 'Notable', 'Buys', 'And', 'Sales', '$TWTR', '$HTZ', '$APD', '$REXX', '$AINC', '$SFXE', '$APAMPA', '$GS', '$FIVE', '$STX']",2014-11-30,04:32:15,EST,29731442,REXX,"[u'suggested', u'official']",1051,296805,,[],,,TalkMarkets
2,"['Spanxgiving', 'Weekend', 'And', 'Beyond', 'by', 'Tim', 'Knight', '$HYG', '$JNK', '$SPX']",2014-11-30,04:03:18,EST,29731417,SPX,"[u'suggested', u'official']",1051,296805,,[],,,TalkMarkets
3,"['@seeitmarket', 'New', 'Post', 'quotWhy', 'Copper', 'Prices', 'May', 'Have', 'Further', 'To', 'Fall', 'quot', 'by', '@BartsCharts', '$JJC', '$HGF', '$FXI', '$SPY', '$STUDY']",2014-11-30,01:50:41,EST,29731170,HG_F,"[u'suggested', u'official']",9678,116133,Technical,[u'Equities'],Professional,Swing Trader,andrewnyquist
4,"['Gold', 'Outlook', 'Cloudy', 'Into', 'Year', 'End', '$GLD', '$SLV', '$GDX', '$GCF']",2014-11-30,01:20:39,EST,29731087,GC_F,"[u'suggested', u'official']",9678,116133,Technical,[u'Equities'],Professional,Swing Trader,andrewnyquist
5,"['Recent', 'Stock', 'Purchase', 'II', 'November', '2014', '$KRFT', '$BNS', '$BP', '$COP', '$BBL']",2014-11-30,00:33:16,EST,29730869,BBL,"[u'suggested', u'official']",1048,296805,,[],,,TalkMarkets
6,"['The', 'First', 'Oil-Exporting', 'Casualty', 'Of', 'The', 'Crude', 'Carnage', 'Venezuela', '$XLE']",2014-11-30,00:33:15,EST,29730867,XLE,"[u'suggested', u'official']",1048,296805,,[],,,TalkMarkets
7,"['USD', 'EUR', 'CHF', 'GBP', 'AUD', 'Outlooks', 'For', 'The', 'Coming', 'Week', 'Morgan', 'Stanley', '$EURUSD', '$USDCHF', '$EURCHF', '$AUDUSD', '$GBPUSD']",2014-11-30,00:23:26,EST,29730792,AUDUSD,"[u'suggested', u'official']",6418,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
8,"['World-Changing', 'Charts', 'from', 'James', 'Quinn', '$GLD']",2014-11-30,00:03:08,EST,29730681,GLD,"[u'suggested', u'official']",1048,296805,,[],,,TalkMarkets
9,"['Time', 'for', 'private', 'trader', 'sale', 'From', 'now', 'til', 'end', 'of', 'Browns', 'game', 'tomorrow', 'buy', 'annual', 'subscription', 'amp', 'I', 'throw', 'in', 'copy', 'of', 'my', 'book', 'free', '$STUDY']",2014-11-29,23:25:35,EST,29730488,STUDY,"[u'suggested', u'official']",64411,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
