,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['$DDD', 'moving', 'North', 'of', '20', 'DMA', '3250ish', 'can', 'go']",2014-12-22,10:48:35,EST,30538710,DDD,[u'suggested'],4409,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
1,"['quot', '@WallStJesus', '$WAG', 'sweep', '2231', 'Apr15', '$80', 'calls', '167', 'quot']",2014-12-22,10:47:55,EST,30538667,WAG,[u'suggested'],4409,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
2,"['This', 'one', 'looks', 'interesting', 'at', 'it', 'puts', 'a', 'huge', 'base', 'in', '$ZAGG', '$iwm', 'chart']",2014-12-22,10:46:58,EST,30538602,IWM,"[u'suggested', u'official']",2113,237666,Value,"[u'Equities', u'Options', u'Forex', u'Bonds']",Professional,Position Trader,SeanDavid
3,"['Bed', 'Bath', 'amp', 'Beyond', '39s', 'share', 'count', 'is', 'down', '14', 'in', 'the', 'last', 'year', '$BBBY']",2014-12-22,10:45:54,EST,30538528,BBBY,[u'suggested'],29094,20310,Fundamental,[u'Equities'],Professional,Long Term Investor,EddyElfenbein
4,"['Another', 'look', 'at', 'stocks', 'vs', 'high-yield', 'and', 'leveraged', 'loan', 'risk', 'appetites', '$HYG', '$BKLN', '$SPY']",2014-12-22,10:43:22,EST,30538360,HYG,[u'suggested'],24531,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
5,"['quot', '@WallStJesus', '$WAG', 'sweep', '2231', 'Apr15', '$80', 'calls', '167', 'quot']",2014-12-22,10:43:15,EST,30538350,WAG,"[u'suggested', u'official']",31366,12134,Technical,"[u'Equities', u'Options', u'Private Companies']",Intermediate,Swing Trader,1nvestor
6,"['$rsx', 'fade', 'city', 'this', 'morning']",2014-12-22,10:42:45,EST,30538310,RSX,[u'suggested'],26174,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
7,"['Gilead', '$GILD', 'shares', 'defended', 'at', 'UBS']",2014-12-22,10:41:43,EST,30538237,GILD,"[u'suggested', u'official']",41459,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
8,"['$orly', 'nice', 'follow', 'thru', 'guys', 'teasing', 'all', 'timers']",2014-12-22,10:41:15,EST,30538199,ORLY,[u'suggested'],26174,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
9,"['$UNP', 'next', 'up', 'and', 'may', 'not', 'be', 'today', 'watch', '$121', 'then', '$12180', 'ish', 'area', 'for', 'resist']",2014-12-22,10:41:05,EST,30538181,UNP,[u'suggested'],15641,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
10,"['out', 'of', '$FMSA']",2014-12-22,10:40:33,EST,30538131,FMSA,"[u'suggested', u'official']",29316,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
11,"['$SWKS', 'with', '14', 'consecutive', 'positive', 'monthly', 'closes', 'Potentially', '15', 'Easily', 'the', 'longest', 'streak', 'of', 'positive', 'closes', 'since', 'it', 'began', 'trading']",2014-12-22,10:40:33,EST,30538130,SWKS,"[u'suggested', u'official']",33259,13740,,[u'Equities'],Professional,,hertcapital
12,"['Crude', 'Oil', 'WTI', 'on', 'the', 'move', 'today', 'as', 'well', 'Down', '25', 'to', '5564', 'bbl', '$USO', '$CLF', '$XLE', '60-min', 'chart']",2014-12-22,10:38:48,EST,30538015,CL_F,[u'suggested'],32514,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
13,"['$fb', 'out', 'on', 'day']",2014-12-22,10:38:45,EST,30538011,FB,[u'suggested'],26176,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
14,"['$ung', 'nice', 'work', 'guys', 'RSI', 'on', 'daily', 'hit']",2014-12-22,10:35:41,EST,30537797,UNG,[u'suggested'],26174,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
15,"['$gild', 'covred', 'up', 'some', '9525']",2014-12-22,10:35:37,EST,30537790,GILD,[u'suggested'],20212,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
16,"['$cvs', 'all', 'timers', 'this', 'morning', 'hitting', '97']",2014-12-22,10:35:18,EST,30537762,CVS,[u'suggested'],26174,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
17,"['High-yield', 'spreads', 'inverted', 'have', 'not', 'recovered', 'to', 'nearly', 'the', 'same', 'degree', 'as', 'stock', 'prices', '$HYG', '$SPY']",2014-12-22,10:34:20,EST,30537691,HYG,[u'suggested'],24531,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
18,"['$DIA', 'is', 'amazing', 'today']",2014-12-22,10:34:11,EST,30537686,DIA,[u'suggested'],4407,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
19,"['People', 'are', 'asking', 'why', '$NLNK', 'is', 'quothemorrhaging', 'now', 'quot', 'I', 'find', 'that', 'amusing', '42', 'is', 'the', 'China', 'wall', 'and', '$IBB', 'is', 'down', '25']",2014-12-22,10:33:52,EST,30537658,IBB,[u'suggested'],4409,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
