,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['@DarvasTrader', 'oh', 'man', 'every', 'time', 'I', 'see', 'the', 'ticker', '$ATHM', 'it', 'reminds', 'me', 'of', 'the', 'good', 'ol', '39', '1999-2000', 'days', 'I', 'dominated', 'that', 'stock']",2014-11-19,14:50:07,EST,29428662,ATHM,"[u'suggested', u'official']",7330,6979,Growth,"[u'Equities', u'Options']",Professional,Swing Trader,chicagosean
1,"['A', 'nice', 'surge', 'by', '$ATHM', 'today', 'but', 'this', 'stock', 'continues', 'to', 'hit', 'resistance', 'at', 'the', '50-day', 'line']",2014-11-19,14:48:35,EST,29428566,ATHM,[u'suggested'],22016,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
2,"['Quick', 'Take', 'On', 'FOMC', 'Minutes', 'CIBC', '$EURUSD', '$USDJPY', '$FED', '$SPX', '$DJIA']",2014-11-19,14:47:16,EST,29428490,EURUSD,"[u'suggested', u'official']",6283,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
3,"['$BMY', 'in', 'a', 'low', 'volume', 'box', 'building', 'phase', 'Waiting', 'for', 'a', 'box', 'break']",2014-11-19,14:46:35,EST,29428445,BMY,[u'suggested'],11724,23961,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,crosshairtrader
4,"['quot', '@upsidetrader', '$GWPH', 'ready', 'to', 'go', 'quot']",2014-11-19,14:45:51,EST,29428390,GWPH,"[u'suggested', u'official']",89368,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
5,"['An', 'Impending', 'Trend', 'Shift', '$FXE', '$GCF', 'euro', 'forex', 'gold']",2014-11-19,14:45:52,EST,29428392,GC_F,[u'suggested'],9807,11575,,[],,,evil_speculator
6,"['1', 'quot', '@FinanceTrends', 'You', '39ll', 'learn', 'more', 'from', 'losing', 'trades', 'than', 'your', 'winners', 'cc', '@DanZanger', '$TWTR', '$NFLX', '$STUDY', 'quot']",2014-11-19,14:45:10,EST,29428335,NFLX,[u'suggested'],18367,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
7,"['$FED', 'quotobserved', 'that', 'the', 'Committee', 'should', 'remain', 'attentive', 'to', 'evidence', 'of', 'a', 'possible', 'downward', 'shift', 'in', 'longer-term', 'inflation', 'expectations', 'quot']",2014-11-19,14:44:18,EST,29428277,FED,"[u'suggested', u'official']",3237,1040,Fundamental,"[u'Equities', u'Options', u'Futures', u'Bonds', u'Private Companies']",Professional,Position Trader,BobBrinker
8,"['Bonds', 'and', 'equity', 'market', 'doesn', '39t', 'like', '$FED', 'report', 'so', 'far', 'Only', '$UUP', 'does']",2014-11-19,14:44:11,EST,29428269,FED,[u'suggested'],3692,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
9,"['Nice', 'dump', 'from', 'Range', 'Short', 'mentioned', 'quot', '@TraderSmarts', 'Heads', 'up', '$YMF', 'trading', 'inside', 'Range', 'Short', 'right', 'here', '$DIA', '$DJIA', 'quot']",2014-11-19,14:43:54,EST,29428251,YM_F,[u'suggested'],7351,13803,,[u'Futures'],Professional,,TraderSmarts
10,"['$IWM', 'now', 'down', '1', 'Well', 'of', 'its', 'pre-FOMC', 'highs']",2014-11-19,14:43:46,EST,29428246,IWM,"[u'ir', u'suggested', u'official']",91364,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
11,"['Nov', '19', 'Midday', '$SPX', 'Market', 'Update', 'and', 'Stock', 'Scan', 'List', '$TGT', '$NFLX', '$VZ', '$TAP', 'mkt']",2014-11-19,14:43:39,EST,29428240,SPX,"[u'suggested', u'official']",5500,2325,Technical,"[u'Equities', u'Futures']",Professional,Day Trader,afraidtotrade
12,"['Would', 'be', 'a', 'good', 'time', 'for', '$SINA', 'management', 'to', 'turn', 'on', 'the', 'buybacks', 'algo', 'bots', 'but', 'lack', 'of', 'buyback', 'shows', 'that', 'even', 'they', 'believe', 'it', 'goes', 'lower']",2014-11-19,14:43:17,EST,29428217,SINA,[u'suggested'],18367,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
13,"['You', '39ll', 'learn', 'more', 'from', 'losing', 'trades', 'than', 'your', 'winners', 'cc', '@DanZanger', '$TWTR', '$NFLX', '$STUDY']",2014-11-19,14:43:07,EST,29428199,NFLX,[u'suggested'],3444,43,Technical,"[u'Equities', u'Options']",Intermediate,Position Trader,FinanceTrends
14,"['quot', '@BobBrinker', '$FED', 'quotMost', 'participants', 'anticipated', 'that', 'inflation', 'was', 'likely', 'to', 'edge', 'lower', 'in', 'the', 'near', 'term', 'quot', 'due', 'to', 'oil', 'and', 'imports', 'quot']",2014-11-19,14:42:40,EST,29428165,FED,[u'suggested'],3692,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
15,"['$FED', 'quotMost', 'participants', 'anticipated', 'that', 'inflation', 'was', 'likely', 'to', 'edge', 'lower', 'in', 'the', 'near', 'term', 'quot', 'due', 'to', 'oil', 'and', 'imports']",2014-11-19,14:42:23,EST,29428135,FED,"[u'suggested', u'official']",3237,1040,Fundamental,"[u'Equities', u'Options', u'Futures', u'Bonds', u'Private Companies']",Professional,Position Trader,BobBrinker
16,"['$SPY', 'vs', '$TLT', 'YTD', 'comparison']",2014-11-19,14:42:03,EST,29428113,SPY,[u'suggested'],24778,186026,Technical,[u'Options'],Professional,Swing Trader,TraderRL23
17,"['$BA', 'near', '5-month', 'high', 'breaking', '9-month', 'downtrend', 'line', 'off', 'double', 'bottom', 'aerospace', 'defense']",2014-11-19,14:41:11,EST,29428048,BA,[u'suggested'],4693,1406,Global Macro,"[u'Equities', u'Bonds']",Professional,Position Trader,macroQmicro
18,"['Precision', 'at', 'it', '39s', 'finest', 'oil', 'at', 'pit', 'close', '$CLF', '$USO', '$STUDY']",2014-11-19,14:41:04,EST,29428040,CL_F,[u'suggested'],7351,13803,,[u'Futures'],Professional,,TraderSmarts
19,"['quot', '@MichaelBatnick', 'The', '$USDJPY', 'has', 'been', 'overbought', 'every', 'day', 'this', 'month', 'still', 'going', 'vertical', 'quot']",2014-11-19,14:39:50,EST,29427944,USDJPY,"[u'ir', u'suggested', u'official']",91361,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
20,"['quot', '@jackdamn', 'The', 'TechCrunch', 'Bubble', 'Index', 'Parsing', 'Headlines', 'to', 'Quantify', 'Startup', 'Hype', '$TCRH', 'quot']",2014-11-19,14:39:34,EST,29427923,TCRH,"[u'ir', u'suggested', u'official']",91361,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
21,"['@Crackerjax', 'I', 'just', 'made', 'a', 'video', 'on', '$IBM', 'you', 'can', 'watch', 'it', 'here']",2014-11-19,14:39:35,EST,29427927,IBM,"[u'suggested', u'official']",3387,55714,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,steadytrader
22,"['The', 'TechCrunch', 'Bubble', 'Index', 'Parsing', 'Headlines', 'to', 'Quantify', 'Startup', 'Hype', '$TCRH']",2014-11-19,14:39:04,EST,29427889,TCRH,[u'suggested'],31038,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
23,"['That', 'was', 'an', 'extreme', 'low', '$TICK', 'of', 'the', 'day', '$SPY']",2014-11-19,14:38:46,EST,29427866,SPY,[u'suggested'],3692,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
24,"['$FED', 'quotassessment', 'that', 'neither', 'monetary', 'policy', 'nor', 'fiscal', 'policy', 'appeared', 'well', 'positioned', 'to', 'help', 'the', 'economy', 'withstand', 'adverse', 'shocks', 'quot']",2014-11-19,14:35:49,EST,29427675,FED,"[u'suggested', u'official']",3237,1040,Fundamental,"[u'Equities', u'Options', u'Futures', u'Bonds', u'Private Companies']",Professional,Position Trader,BobBrinker
25,"['Gold', 'TradersInvestors', 'Keep', 'A', 'Close', 'Eye', 'On', 'This', 'Action', '$GLD']",2014-11-19,14:35:33,EST,29427655,GLD,"[u'suggested', u'official']",866,296805,,[],,,TalkMarkets
26,"['$YELP', 'lows', 'of', 'session', 'here', 'Still', 'a', 'breakdown', 'candidate']",2014-11-19,14:35:04,EST,29427620,YELP,[u'suggested'],23827,8482,Technical,[u'Equities'],Professional,Swing Trader,chessNwine
27,"['$FED', 'quotThe', 'risks', 'to', 'the', 'forecast', 'for', 'real', 'GDP', 'growth', 'and', 'inflation', 'were', 'seen', 'as', 'tilted', 'to', 'the', 'downside', 'quot']",2014-11-19,14:34:37,EST,29427592,FED,"[u'suggested', u'official']",3237,1040,Fundamental,"[u'Equities', u'Options', u'Futures', u'Bonds', u'Private Companies']",Professional,Position Trader,BobBrinker
28,"['Published', '$MBLY', 'estimate', 'on', 'Estimize', '002', 'EPS', 'and', '255M', 'Revs', 'compared', 'to', 'Wall', 'Street', '39s', 'consensus']",2014-11-19,14:33:57,EST,29427552,MBLY,"[u'suggested', u'official']",27700,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
29,"['and', 'no', '$NFLX', 'Break', 'to', 'multi-week', 'lows', 'can', '39t', 'be', 'referred', 'to', 'as', 'a', 'quotHuxtable', 'quot', 'though', 'it', 'does', 'appear', 'minor', 'quotCliff', 'quot', 'like', 'Under', '300', 'much', 'worse']",2014-11-19,14:33:53,EST,29427547,NFLX,"[u'suggested', u'official']",4159,229210,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,MarkNewtonCMT
30,"['$FED', 'staff', 'quotforecast', 'for', 'inflation', 'this', 'quarter', 'and', 'early', 'next', 'year', 'was', 'reduced', 'in', 'response', 'to', 'further', 'declines', 'in', 'crude', 'oil', 'prices', 'quot']",2014-11-19,14:33:50,EST,29427543,FED,"[u'suggested', u'official']",3237,1040,Fundamental,"[u'Equities', u'Options', u'Futures', u'Bonds', u'Private Companies']",Professional,Position Trader,BobBrinker
31,"['The', '$USDJPY', 'has', 'been', 'overbought', 'every', 'day', 'this', 'month', 'still', 'going', 'vertical']",2014-11-19,14:33:25,EST,29427520,USD,"[u'suggested', u'official']",17938,76167,Technical,[u'Equities'],Professional,Swing Trader,MichaelBatnick
32,"['$FED', 'quotstaff', 'revised', 'down', 'its', 'projection', 'for', 'real', 'GDP', 'growth', 'a', 'little', 'over', 'the', 'medium', 'term', 'quot', 'due', 'to', 'USD', 'strength', 'and', 'slower', 'global', 'growth']",2014-11-19,14:32:57,EST,29427491,FED,"[u'suggested', u'official']",3237,1040,Fundamental,"[u'Equities', u'Options', u'Futures', u'Bonds', u'Private Companies']",Professional,Position Trader,BobBrinker
33,"['$ENTA', 'Long', 'setup', 'tightening', 'up', 'in', 'handle', 'area', '348', 'of', 'float', 'sold', 'short', 'triggers', 'over', '4550', 'area']",2014-11-19,14:31:54,EST,29427428,ENTA,[u'suggested'],18377,17668,Technical,[u'Equities'],Intermediate,Swing Trader,ToddinFL
