,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['may', '$SPY', '$IWM', '$QQQ', 'trade', 'above', 'the', 'upper', 'bollinger', 'bands', 'through', 'out', 'in', '2015']",2015-1-1,00:57:17,EST,30799637,IWM,[u'suggested'],23455,123468,Technical,[u'Equities'],Novice,Day Trader,paststat
1,"['quot', '@gmreid86', '$SPY', 'Top', '10', 'best', 'performing', 'stocks', 'in', 'last', '10', 'years', '$MDVN', '$PCYC', 'quot', 'At', 'least', 'I', 'grabbed', '2', 'outa', '10']",2015-1-1,00:26:08,EST,30799484,MDVN,"[u'suggested', u'official']",7439,15521,Fundamental,"[u'Equities', u'Futures']",Professional,Swing Trader,KevinBCook
2,"['@Chartgasm', 'I', '39m', 'just', 'saying', '$VIX', '16', 'to', '19', 'Not', 'everybody', 'quotknew', 'quot', 'that', 'Must', 'be', 'some', 'thin', 'liquidity', 'in', 'CBOE', '$SPX', 'pits', 'on', 'NYE']",2015-1-1,00:00:12,EST,30799362,SPX,"[u'suggested', u'official']",7442,15521,Fundamental,"[u'Equities', u'Futures']",Professional,Swing Trader,KevinBCook
3,"['$VIX', 'I', 'mean', 'I', 'know', 'a', 'bit', 'more', 'abt', 'this', 'animal', 'than', 'your', 'avg', 'CMT', 'but', 'even', 'I', 'didn', '39t', 'see', 'this', '3-pt', 'move', 'coming', 'on', 'an', '$SPX', '1', 'decline', '$SPY']",2014-12-31,23:42:43,EST,30799276,SPX,"[u'suggested', u'official']",7442,15521,Fundamental,"[u'Equities', u'Futures']",Professional,Swing Trader,KevinBCook
4,"['quot', '@WallStreetBean', 'BeanScreen', 'for', 'January', '1', '2015', '$ANIK', '$PCLN', '$AMBA', '$NOAH', 'and', 'happy', 'new', 'year', 'quot']",2014-12-31,22:44:38,EST,30798878,ANIK,"[u'suggested', u'official']",92493,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
5,"['BeanScreen', 'for', 'January', '1', '2015', '$ANIK', '$PCLN', '$AMBA', '$NOAH', 'and', 'happy', 'new', 'year']",2014-12-31,22:33:35,EST,30798793,ANIK,[u'suggested'],23356,3295,Fundamental,[u'Equities'],Intermediate,Long Term Investor,WallStreetBean
6,"['$XIV', 'Just', 'a', 'gut', 'feel', 'to', 'cash', 'in', 'our', 'short', '$VIX', 'at', '$34', 'b4', 'NewYear', '39sEve', 'Plenty', 'Double', 'Double', 'Oil', 'amp', 'Trouble', 'to', 'worry', 'bout', '$SPX', '$RSX', '$XLE', '$USO']",2014-12-31,22:31:28,EST,30798782,SPX,"[u'suggested', u'official']",7439,15521,Fundamental,"[u'Equities', u'Futures']",Professional,Swing Trader,KevinBCook
7,"['Martin', 'Pring', '39s', 'Percent', 'Volume', 'Oscillator', 'PVO', 'basically', 'neutral', 'as', 'well', '$SPY', '$SPX']",2014-12-31,22:22:37,EST,30798692,SPX,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
8,"['Martin', 'Pring', '39s', 'quotBottom', 'Fisher', 'quot', 'indicator', 'almost', 'neutral', '$SPY', '$SPX']",2014-12-31,22:20:19,EST,30798669,SPX,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
9,"['NYSE', 'quotcommon', 'stock', 'only', 'quot', 'amp', 'standard', 'Advance-Decline', 'lines', 'put', 'in', 'higher', 'closes', 'divergent', 'of', 'the', 'index', '$NYA', '$SPY']",2014-12-31,22:16:13,EST,30798631,SPY,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
10,"['Little', 'bit', 'of', 'a', 'pop', 'in', 'negative', 'volume', 'today', 'for', 'the', 'S', 'ampP-500', '$SPX', '$SPY']",2014-12-31,22:12:43,EST,30798596,SPX,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
11,"['10-year', 'yield', 'ends', 'the', 'year', 'at', '2170', '2-years', '$TNX', '$SPY']",2014-12-31,22:11:20,EST,30798582,SPY,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
12,"['Interesting', 'to', 'note', 'the', 'weakness', 'in', 'the', '3rd', 'quarter', 'on', 'the', 'NH-NL', 'chart', 'Watching', '$NYA', '$SPY']",2014-12-31,22:07:53,EST,30798545,SPY,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
13,"['Daily', 'New', 'Highs', 'Minus', 'New', 'Lows', 'NH-NL', 'end', 'the', 'year', 'positive', '372', '2014', 'results', 'in', 'pink', 'box', '$NYA', '$SPY']",2014-12-31,22:06:10,EST,30798526,SPY,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
14,"['$TICK', 'amp', '$TRIN', '1-minute', 'breakdown', 'for', 'December', '31', '2013', 'Nice', 'negative', 'TICK', 'thrust', 'around', '340', 'PM', 'ET']",2014-12-31,21:48:33,EST,30798348,TICK,[u'suggested'],32914,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
15,"['The', 'NYSE', 'Summation', 'Index', 'ratio', 'adj', 'has', 'failed', 'twice', 'at', '500', 'but', 'remains', 'positive', 'as', 'we', 'close', 'out', '2014', '$NYA', '$SPY']",2014-12-31,21:46:44,EST,30798329,SPY,[u'suggested'],32914,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
16,"['The', '$NYMO', 'McClellan', 'Oscillator', 'ends', 'the', 'year', 'at', '316', '$NYA', '$SPY']",2014-12-31,21:44:58,EST,30798303,SPY,[u'suggested'],32914,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
17,"['Bit', 'worried', 'that', 'this', 'is', 'stuck', 'under', '60', 'yellow', 'box', 'Watching', '$SPX', '$SPY']",2014-12-31,21:43:30,EST,30798296,SPX,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
18,"['The', 'SP-500', 'Bullish', 'Percent', 'Index', 'has', 'yet', 'to', 'make', 'a', 'higher', 'close', 'but', 'is', 'above', '70', 'quotBear', 'Confirmed', 'quot', 'still', '$SPX', '$SPY']",2014-12-31,21:40:29,EST,30798265,SPX,[u'suggested'],32915,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
19,"['Gold', 'Miners', 'Bullish', 'Percent', 'Index', 'in', 'Bear', 'Confirm', '333', 'quotBull', 'Confirm', 'quot', 'triggers', 'at', '8', '$GDX', '$JNUG', '$NUGT']",2014-12-31,21:38:32,EST,30798238,GDX,[u'suggested'],32914,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
20,"['NASDAQ', 'Bullish', 'Percent', 'Index', 'ends', 'the', 'year', 'with', 'a', 'higher', 'close', 'confirming', 'recent', 'index', 'move', '$COMPQ', '$QQQ']",2014-12-31,21:34:47,EST,30798206,COMPQ,[u'suggested'],32914,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
21,"['Jan', 'price', 'map', 'by', 'Mcap', 'since', '1980', 'Stand', 'outs', 'are', '$FB', '$MSFT', '$JMP', '$ORCL', '$BAC']",2014-12-31,21:18:41,EST,30798090,MSFT,[u'suggested'],19932,170857,Technical,"[u'Equities', u'Options']",Intermediate,Position Trader,JayStrauss
22,"['quot', '@CapitalMarketLabs', 'Over', '30', 'of', '$CIT', 'Assets', 'are', 'Level', '3', 'Unobservable', 'Prices', 'quot']",2014-12-31,21:10:45,EST,30798028,CIT,"[u'suggested', u'official']",8012,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
23,"['quot', '@CapitalMarketLabs', 'Nearly', '60', 'of', '$CIT', 'Liabilities', 'are', 'Level', '3', 'Unobservable', 'Prices', 'quot']",2014-12-31,21:10:38,EST,30798025,CIT,"[u'suggested', u'official']",8012,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
24,"['@greenport', 'happy', 'new', 'year', '$BAC', 'add', 'on', '4', 'year', 'clear', 'of', 'resistance']",2014-12-31,20:35:46,EST,30797771,BAC,[u'suggested'],4133,108412,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,CaptainJohn
25,"['quot', '@gmreid86', '$SPY', 'Top', '10', 'best', 'performing', 'stocks', 'in', 'last', '10', 'years', '$TREC', '$GMCR', '$MDVN', '$PCLN', '$MNST', '$REGN', '$ILMN', '$PCYC', '$ALXN', '$OPK', 'quot']",2014-12-31,20:18:04,EST,30797591,OPK,"[u'suggested', u'official']",92483,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
26,"['December', '31', '2014', 'RS', 'Movers', '$ITB', '$IAI', '$RYL', '$OC', '$M', '$GFI', '$KBH', '$THO', 'COH', '$EXPE', '$EBAY', '$AMTD', '$NKE']",2014-12-31,20:11:18,EST,30797515,AMTD,"[u'suggested', u'official']",25614,16249,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,Position Trader,gtlackey
27,"['Highly', 'recommend', 'this', 'book', 'eerily', 'scary', 'how', 'accurate', 'it', 'has', 'been', 'Otherwise', 'consider', 'it', 'a', 'fun', 'read', '$STUDY', '$SPY']",2014-12-31,19:31:36,EST,30797090,SPY,[u'suggested'],4571,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
28,"['@AriWald', 'Happy', 'New', 'Year', 'to', 'StockTwits', 'land', 'Here', '39s', 'to', 'another', 'great', 'year', 'for', 'stocks', '$SPY']",2014-12-31,19:15:14,EST,30796762,SPY,"[u'suggested', u'official']",3592,202937,Technical,[u'Equities'],,,AriWald
29,"['$QLGC', 'Call', 'Buyers', 'Come', 'in', 'Strong', 'for', 'Jan', '125', 'Calls', 'pic', 'data', 'via', 'gt']",2014-12-31,19:09:16,EST,30796674,QLGC,"[u'suggested', u'official']",8010,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
30,"['New', 'BLOG', 'POST', 'quotSPY', 'December', 'Winner', 'quot', 'that', 'goes', 'for', '$UPRO', 'and', '$SPXU', 'as', 'well', '$SPY']",2014-12-31,19:02:48,EST,30796588,SPXU,[u'suggested'],2974,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
31,"['Biotech', 'Unusual', 'Option', 'Volume', 'pic', 'data', 'via', 'gt', '$MDGN', '$EXEL', '$AMPE', '$CEMP']",2014-12-31,19:00:40,EST,30796565,EXEL,"[u'suggested', u'official']",8010,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
32,"['IMAGE', 'OF', 'THE', 'YEAR', '$C', 'Has', '12', '$Trillion', 'in', 'Level', '3', 'Liabilities', 'Size', '25', 'of', 'US', 'GDP', 'Unfathomable', '@StockTwits']",2014-12-31,18:57:43,EST,30796526,C,"[u'suggested', u'official']",8010,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
33,"['$USO', 'how', 'can', 'we', 'value', 'companies', 'if', 'we', 'dont', '39', 'know', 'how', 'profitable', 'they', 'will', 'be', 'at', 'the', 'quotnew', 'normal', 'quot', 'frackers', 'vs', 'refiners', 'vs', 'servicers', 'vs', 'MLP', '39s']",2014-12-31,18:57:29,EST,30796522,USO,[u'suggested'],471,58660,Value,[u'Equities'],Intermediate,Position Trader,Thorgood
34,"['@OphirGottlieb', 'interesting', '2', 'look', 'alike', 'charts', 'with', 'dramatically', 'different', 'outcomes', '$TSLA', '$NFLX']",2014-12-31,18:55:20,EST,30796484,NFLX,[u'suggested'],4133,108412,Technical,"[u'Equities', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,CaptainJohn
35,"['$USO', 'Finding', 'stability', 'quotequilibrium', 'quot', 'or', 'new', 'normal', 'oil', 'price', 'must', 'be', 'established', 'before', 'oil', 'recovers', 'is', 'it', '80', '75']",2014-12-31,18:51:29,EST,30796428,USO,[u'suggested'],471,58660,Value,[u'Equities'],Intermediate,Position Trader,Thorgood
36,"['$ALOG', 'added', 'a', 'little', 'but', 'still', 'stink', 'bidding', 'the', 'rest']",2014-12-31,18:46:35,EST,30796365,ALOG,[u'suggested'],471,58660,Value,[u'Equities'],Intermediate,Position Trader,Thorgood
37,"['$CIT', 'Group', 'The', 'Great', 'Known', 'Unknown', 'Great', 'Article', 'Coming', 'Out', 'via', '@Benzinga', 'This', 'will', 'absolutely', 'stun', 'you']",2014-12-31,18:45:48,EST,30796356,CIT,[u'suggested'],3389,394798,,[],,,CapitalMarketLabs
38,"['2014', 'in', 'Review', 'Two', 'Darlings', 'of', 'Tech', 'MOMO', '$NFLX', '7', '$TSLA', '48', 'pic']",2014-12-31,18:41:30,EST,30796294,NFLX,"[u'suggested', u'official']",8011,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
