,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['$DXF', 'Daily', 'chart', 'Target', 'hit', 'at', '8817']",2014-12-16,05:47:31,EST,30289080,DX_F,[u'suggested'],24574,32596,Technical,[u'Futures'],Professional,Day Trader,TheFibDoctor
1,"['$ESF', '$CLF', 'Good', 'Morning', 'A', 'look', 'at', 'futures']",2014-12-16,05:43:04,EST,30289055,CL_F,[u'suggested'],2982,184733,Technical,"[u'Equities', u'Futures', u'Bonds']",Intermediate,,Moench
2,"['Trade', 'Ideas', 'For', '$EURUSD', '$USDJPY', '$NZDUSD', 'UBS']",2014-12-16,05:42:05,EST,30289050,EURUSD,"[u'suggested', u'official']",6633,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
3,"['121614', 'Morning', 'Fibs', 'and', 'Calendar', '$TFF', '$NQF', '$ESF', '$YMF', '$NKY', '201', 'FOMC', 'meeting', 'begins', 'today']",2014-12-16,05:36:52,EST,30289023,ES_F,[u'suggested'],24574,32596,Technical,[u'Futures'],Professional,Day Trader,TheFibDoctor
4,"['The', 'Bloodbathery', 'Continues', 'quotSome', 'Folks', 'Were', 'Selling', 'Everything', 'quot', '$SPX', '$GLD', '$OIL', '$SLV', '$FXY', '$FXC', '$FXA']",2014-12-16,05:33:14,EST,30289003,SPX,"[u'suggested', u'official']",1385,296805,,[],,,TalkMarkets
5,"['Crude', 'Oil', 'Trading', 'Levels', '16', 'Dec', '$CLF']",2014-12-16,05:08:32,EST,30288864,CL_F,[u'suggested'],9795,5485,Technical,[u'Futures'],Professional,Day Trader,tradingpoints
6,"['$XLF', '$XLK', '$XLE', '$XLB', '$XLI', '$XLP', 'New', '20-day', 'low', 'Sector', 'participation', 'losses', 'widening']",2014-12-16,05:06:26,EST,30288848,XLB,[u'suggested'],11668,1189,Technical,[u'Equities'],Intermediate,Position Trader,fallondpicks
7,"['$QQQ', '$QLD', 'New', '20-day', 'low', '$QID', 'New', '20-day', 'high', 'Techs', 'continue', 'to', 'lose', 'ground', 'but', 'from', 'a', 'position', 'of', 'strength', 'Holding', 'breakout', 'support']",2014-12-16,05:02:14,EST,30288812,QID,[u'suggested'],11668,1189,Technical,[u'Equities'],Intermediate,Position Trader,fallondpicks
8,"['German', 'ZEW', 'Survey', 'Current', 'Situation', 'Dec', 'P', 'MM', '349', 'vs', 'Exp', '50', 'Prev', '33', '$EURUSD', '$MACRO', '$FDAXF']",2014-12-16,05:00:41,EST,30288803,EURUSD,"[u'suggested', u'official']",40771,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
9,"['Wildest', 'Day', 'In', '2', 'Months', 'For', 'S', 'ampP', '500', '$SPX', '$VIX']",2014-12-16,05:00:35,EST,30288802,SPX,"[u'suggested', u'official']",1384,296805,,[],,,TalkMarkets
10,"['Euro-zone', 'Trade', 'Balance', 'SA', 'Oct194', 'bln', 'vs', 'Exp', '184bln', 'Prev', '177bln', '$EURUSD', '$MACRO', '$FDAXF']",2014-12-16,05:00:33,EST,30288801,EURUSD,"[u'suggested', u'official']",40771,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
11,"['$USO', 'New', '20-day', 'low', 'Quel', 'surprise']",2014-12-16,04:59:20,EST,30288789,USO,[u'suggested'],11668,1189,Technical,[u'Equities'],Intermediate,Position Trader,fallondpicks
12,"['$IWM', 'New', '20-day', 'low', 'Small', 'Caps', 'finally', 'break', 'from', 'their', 'range', 'unfortunately', 'it', 'was', 'down']",2014-12-16,04:59:10,EST,30288786,IWM,[u'suggested'],11668,1189,Technical,[u'Equities'],Intermediate,Position Trader,fallondpicks
13,"['$SPY', '$SSO', '$DIA', '$DDM', 'New', '20-day', 'low', '$SDS', '$DXD', 'New', '20-day', 'high', 'Large', 'Caps', 'continue', 'their', 'horror', 'show']",2014-12-16,04:58:43,EST,30288780,DDM,[u'suggested'],11668,1189,Technical,[u'Equities'],Intermediate,Position Trader,fallondpicks
14,"['5', 'Stocks', 'To', 'Watch', 'This', 'Week', '$DRI', '$ORCL', '$FDX', '$RAD', '$BBRY']",2014-12-16,04:53:21,EST,30288740,ORCL,"[u'suggested', u'official']",1384,296805,,[],,,TalkMarkets
15,"['Globe', '39s', '@theJeffJones', 'on', 'Repsol', '39s', '$83', 'B', 'deal', 'for', 'Talisman', '$TLM', '$TLMCA']",2014-12-16,04:47:13,EST,30288704,TLM,"[u'suggested', u'official']",14050,56133,,[],,,michaelbabad
