,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['$TWENTY15', 'companies', 'that', 'continue', 'to', 'find', 'new', 'cures', 'and', 'help', 'us', 'live', 'longer', 'and', 'healthier', 'will', 'outperform', '$GILD', '$ALXN', '$BIIB', '$ANIK', '$LCI']",2014-12-24,11:59:17,EST,30631460,LCI,[u'suggested'],23162,3295,Fundamental,[u'Equities'],Intermediate,Long Term Investor,WallStreetBean
1,"['$ung', '2', 'mins', 'guys']",2014-12-24,11:58:29,EST,30631400,UNG,[u'suggested'],26243,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
2,"['Hate', 'to', 'say', 'it', 'but', 'intraday', '$GILD', 'looks', 'like', 'an', 'inverse', 'cuppa', 'handle']",2014-12-24,11:58:25,EST,30631388,GILD,[u'suggested'],4459,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
3,"['The', 'Volatility', 'Gap', 'via', '@MichaelBatnick', '$STUDY']",2014-12-24,11:56:55,EST,30631277,STUDY,"[u'suggested', u'official']",8921,6979,Growth,"[u'Equities', u'Options']",Professional,Swing Trader,chicagosean
4,"['$gpro', '6685', 'next']",2014-12-24,11:56:33,EST,30631253,GPRO,[u'suggested'],26243,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
5,"['Stocks', 'vs', 'Bonds', 'taking', 'out', 'bull-market', 'highs', 'Needs', 'to', 'hold', '$spy', '$dia', '$iwm', '$tlt', '$TBT', '$study']",2014-12-24,11:55:46,EST,30631188,DIA,"[u'suggested', u'official']",2117,237666,Value,"[u'Equities', u'Options', u'Forex', u'Bonds']",Professional,Position Trader,SeanDavid
6,"['$gpro', 'excellent', 'follow', 'thru', 'today', '59', 'pick', 'up', 'will', 'hold', 'some', 'thru', 'christmas']",2014-12-24,11:55:33,EST,30631174,GPRO,[u'suggested'],26243,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
7,"['PTC', 'Therapeutics', 'Inccommenced', 'A', 'Rolling', 'Submission', 'Of', 'A', 'New', 'Drug', 'Application', '$PTCT']",2014-12-24,11:55:01,EST,30631136,PTCT,"[u'suggested', u'official']",1571,296805,,[],,,TalkMarkets
8,"['quot', '@chicagosean', '50', 'Stock', 'Market', 'Predictions', 'Crowdsourced', 'from', 'the', 'StockTwits', 'Community', '$TWENTY15', 'quot']",2014-12-24,11:54:28,EST,30631092,TWENTY15,[u'suggested'],4459,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
9,"['LinkedIn', 'is', 'holding', 'the', 'recent', 'gains', 'ok', 'hugging', 'the', 'lower', 'line', 'of', 'the', 'BO', 'Box', 'as', 'the', 'RSI', 'tries', 'to', 'curl', 'up', '$LNKD']",2014-12-24,11:53:32,EST,30631027,LNKD,"[u'suggested', u'official']",31433,12134,Technical,"[u'Equities', u'Options', u'Private Companies']",Intermediate,Swing Trader,1nvestor
