,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['Firms', 'That', 'Will', 'Raise', 'Wages', 'or', 'Must', 'Justify', 'Why', 'They', 'Are', 'Not', '$STUDY']",2014-12-10,14:47:20,EST,30108827,STUDY,[u'suggested'],2690,394798,,[],,,CapitalMarketLabs
1,"['$VXX', 'still', 'not', 'done', 'yet', 'still', 'bull', 'flagging', 'on', '1', 'min']",2014-12-10,14:46:56,EST,30108808,VXX,[u'suggested'],4125,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
2,"['What', 'We', '39re', 'Reading', 'Analytical', 'Links', '$IBKR', '$MCD', '$GOOGL', '$GOOG', '$EBAY']",2014-12-10,14:46:49,EST,30108802,EBAY,[u'suggested'],30342,136,Fundamental,[u'Equities'],Professional,Long Term Investor,marketfolly
3,"['$BABA', 'at', 'a', 'decent', 'level', 'to', 'take', 'a', 'shot', 'long']",2014-12-10,14:46:07,EST,30108747,BABA,"[u'suggested', u'official']",2274,18652,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,atmcharts
4,"['$USO', 'yet', 'to', 'make', 'a', 'new', 'low', 'since', 'i', 'tweeted', 'it', 'a', 'couple', 'of', 'hours', 'ago', 'looks', 'like', 'the', 'bottom', 'amp', 'real', 'bounce', 'may', 'be', 'an', 'overnight', 'affair']",2014-12-10,14:45:31,EST,30108708,USO,"[u'suggested', u'official']",22070,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
5,"['Ugly', 'day', 'for', 'Growth', 'amp', 'Momentum', 'stocks', '94', 'of', 'my', 'watchlist', 'is', 'red', 'Again', 'market', 'has', 'been', 'showing', 'signs', 'of', 'weakness', 'for', 'two', 'weeks', '$SPX', '$IWM']",2014-12-10,14:45:12,EST,30108685,SPX,[u'suggested'],716,30973,Momentum,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,Global_Trader
6,"['Feels', 'grim', 'but', '$SPX', '2018', 'area', 'would', 'be', 'a', 'mere', '236', 'pullback', 'from', 'the', 'highs', 'Not', 'much', 'has', 'really', 'happened', 'yet']",2014-12-10,14:44:33,EST,30108639,SPX,[u'suggested'],8955,9448,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Position Trader,MarzBonfire
7,"['bought', 'some', '$AAPL', 'back', 'below', '112', 'almost', '$3', 'from', 'this', 'morning', '39s', 'high']",2014-12-10,14:44:26,EST,30108630,AAPL,"[u'suggested', u'official']",22070,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
8,"['I', 'would', 'take', 'some', '$VXX', 'off', 'here', 'if', 'I', 'were', 'long', 'I', 'am', 'only', 'short', 'the', 'puts']",2014-12-10,14:44:00,EST,30108594,VXX,[u'suggested'],4125,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
9,"['$lng', 'lods', 'well', 'wihtout', 'me']",2014-12-10,14:43:24,EST,30108559,LNG,[u'suggested'],19958,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
10,"['$TICK', 'cumulative', 'note', 'the', '$TRIN', 'spike']",2014-12-10,14:42:21,EST,30108498,TICK,[u'suggested'],2530,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
11,"['@AllAmerican', 'I', 'have', 'not', 'even', 'attempted', 'trades', 'since', '$BABA', 'I', 'am', 'stalking', 'but', 'the', 'market', 'is', 'not', 'good', 'enough', 'Good', 'for', 'daytraders']",2014-12-10,14:42:18,EST,30108494,BABA,[u'suggested'],25765,23658,Technical,[u'Equities'],Professional,Swing Trader,DanZanger
12,"['@AllAmerican', 'I', 'only', 'took', '$BABA', 'from', '$92', 'to', '$118', 'during', 'that', 'period', 'I', 'stayed', 'out', 'and', 'waited', 'for', 'a', 'setup', 'Most', 'cash', 'the', 'entire', 'time']",2014-12-10,14:40:49,EST,30108375,BABA,[u'suggested'],25764,23658,Technical,[u'Equities'],Professional,Swing Trader,DanZanger
13,"['How', 'to', 'prepare', 'for', 'the', 'trading', 'open', '$STUDY']",2014-12-10,14:39:12,EST,30108242,STUDY,"[u'suggested', u'official']",21836,2350,Technical,"[u'Equities', u'Options', u'Forex', u'Futures']",Professional,Day Trader,smbcapital
14,"['Dec', '10', 'Breakdown', 'and', 'Breakout', 'Intraday', 'Update', 'with', '$SPX', 'Stock', 'Scan', '$GMCR', '$WYNN', 'mkt']",2014-12-10,14:37:26,EST,30108112,SPX,"[u'suggested', u'official']",6075,2325,Technical,"[u'Equities', u'Futures']",Professional,Day Trader,afraidtotrade
