,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['TrueCar', 'has', 'approached', 'one', 'Support', 'level', 'a', 'Breakout', 'back-test', '$TRUE']",2014-11-1,12:55:48,EDT,28715700,TRUE,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
1,"['If', 'I', '39m', 'gonna', 'catch', 'a', 'falling', 'knife', 'I', '39d', 'much', 'rather', 'take', 'a', 'shot', 'with', 'the', 'miners', '$GLD', '$GDX']",2014-11-1,12:55:16,EDT,28715694,GDX,"[u'suggested', u'official']",17218,76167,Technical,[u'Equities'],Professional,Swing Trader,MichaelBatnick
2,"['The', 'new', 'country', 'of', 'Facebook', '$fb']",2014-11-1,12:55:00,EDT,28715691,FB,"[u'suggested', u'official']",87666,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
3,"['Shire', 'Ltd', 'is', 'a', 'quality', 'Gap', 'Fill', 'setup', 'MACD', 'cross', 'up', 'is', 'complete', 'RSI', 'is', 'up', 'from', 'the', 'gutter', '$SHPG']",2014-11-1,12:54:06,EDT,28715684,SHPG,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
4,"['quot', '@jessefelder', 'MUST', 'READ', '@andrewunknown', 'the', 'unusual', 'extremes', 'in', 'McLellan', 'Oscillator', 'we', 'saw', 'last', 'week', '$NYA', '$STUDY', 'quot']",2014-11-1,12:51:57,EDT,28715665,STUDY,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
5,"['quotMiners', 'offer', 'amazing', 'value', 'but', 'Gold', 'itself', 'needs', 'to', 'bottom', 'first', 'quot', '$GLD', '$GDX']",2014-11-1,12:51:14,EDT,28715657,GDX,[u'suggested'],20744,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
6,"['had', 'a', 'large', 'Put', 'Ratio', 'on', 'Anadarko', 'that', 'expired', 'today', 'was', 'looking', 'to', 'get', 'a', 'cheap', 'entry', 'Nope', '$APC']",2014-11-1,12:48:51,EDT,28715631,APC,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
7,"['quot', '@PresidiumCap', 'Inteliquent', 'has', 'an', 'RSI', 'of', '8743', 'be', 'mindful', 'if', 'Long', 'amp', 'protect', 'the', 'recent', 'gains', '$IQNT', 'quot']",2014-11-1,12:48:01,EDT,28715626,IQNT,"[u'suggested', u'official']",62936,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
8,"['If', 'you', 'like', 'to', 'trade', '$100', 'Roll', 'potential', 'then', 'here', 'is', 'one', 'place', 'to', 'start', '$STUDY']",2014-11-1,12:47:09,EDT,28715618,STUDY,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
9,"['quot', '@paststat', '$SPX', 'best', 'six', 'months', 'during', '4', 'year', 'presidential', 'cycle', 'gt', '$STUDY', '$SPY', 'quot']",2014-11-1,12:46:16,EDT,28715613,SPX,"[u'suggested', u'official']",87663,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
10,"['Barracuda', 'Networks', 'is', 'peeking', 'into', 'the', 'BO', 'Box', 'now', 'just', 'above', 'the', 'upper', 'BB', 'on', 'good', 'Volume', '$CUDA']",2014-11-1,12:45:16,EDT,28715601,CUDA,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
11,"['Good', 'read', 'TY', 'RT', '@ZorTrades', '12', 'Trading', 'Lessons', 'From', 'The', 'Volatile', 'Month', 'Of', 'October', 'ZorTrades', '$SPY', '$STUDY', '$XIV']",2014-11-1,12:44:29,EDT,28715588,SPY,[u'suggested'],14809,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
12,"['If', 'Long', 'Neutral', 'Tandem', 'here', 'is', 'one', 'way', 'to', 'protect', 'a', 'long', 'stock', 'position', 'Nov', '175', 'Collar', 'for', '$75', 'debit', 'Puts', 'would', 'be', 'ITM', '$IQNT']",2014-11-1,12:43:38,EDT,28715585,IQNT,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
13,"['quotThe', 'Hardest', 'Part', 'quot', '@awealthofcs', 'on', 'expected', 'rates', 'of', 'return', '$SPY', '$TLT', '$STUDY']",2014-11-1,12:43:12,EDT,28715580,SPY,[u'suggested'],20742,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
14,"['Gold', '39s', 'Obituary', '$GLD']",2014-11-1,12:40:43,EDT,28715559,GLD,"[u'suggested', u'official']",406,296805,,[],,,TalkMarkets
15,"['Inteliquent', 'has', 'an', 'RSI', 'of', '8743', 'be', 'mindful', 'if', 'Long', 'amp', 'protect', 'the', 'recent', 'gains', '$IQNT']",2014-11-1,12:40:32,EDT,28715553,IQNT,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
16,"['$SPY', 'When', 'is', 'the', 'last', 'time', 'you', 'saw', 'this', 'Many', 'levels', 'of', 'support', 'below', 'My', 'thoughts', 'are', 'on', 'the', 'chart']",2014-11-1,12:39:38,EDT,28715540,SPY,[u'suggested'],14809,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
17,"['RealPage', 'found', 'one', 'way', 'to', 'fill', 'a', 'Gap', 'lol', 'rejects', 'a', 'takeover', 'offer', '$RP']",2014-11-1,12:38:48,EDT,28715532,RP,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
18,"['MUST', 'READ', '@andrewunknown', 'On', 'the', 'unusual', 'extremes', 'in', 'the', 'McLellan', 'Oscillator', 'we', 'saw', 'last', 'week', '$NYA', '$STUDY']",2014-11-1,12:31:54,EDT,28715448,STUDY,[u'suggested'],20742,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
19,"['$AMBA', '$PII', '$MBLY', 'will', 'be', 'on', 'my', 'watch', 'next', 'week']",2014-11-1,12:22:47,EDT,28715372,PII,[u'suggested'],2483,5890,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,financialtrader
20,"['quot', '@PresidiumCap', 'PPG', 'Industries', 'closed', 'above', 'the', 'upper', 'BB', 'amp', 'this', 'Decl', 'Trend-line', 'on', 'very', 'big', 'Volume', '$PPG', 'quot']",2014-11-1,12:19:06,EDT,28715335,PPG,"[u'suggested', u'official']",62934,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
21,"['quot', '@PresidiumCap', 'did', 'this', 'Friday', 'closed', 'over', 'the', '50', 'SMA', 'upper', 'BB', 'amp', 'this', 'Resistance', 'line', '$PCLN', 'quot']",2014-11-1,12:18:48,EDT,28715333,PCLN,"[u'suggested', u'official']",62934,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
22,"['Universal', 'Insurance', 'closed', 'up', '1674', 'on', 'Friday', 'on', 'huge', 'Volume', 'amp', 'well', 'abv', 'the', 'upper', 'BB', '$UVE']",2014-11-1,12:15:45,EDT,28715312,UVE,"[u'suggested', u'official']",440,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
23,"['Finance', 'Tutorials', '$SPY', '$STUDY']",2014-11-1,12:14:31,EDT,28715291,SPY,[u'suggested'],23074,8482,Technical,[u'Equities'],Professional,Swing Trader,chessNwine
24,"['Imperva', 'once', 'again', 'making', 'a', 'run', 'at', 'the', 'Rising', 'Trend-line', 'from', 'below', 'post-Earnings', 'reaction', '$IMPV']",2014-11-1,12:06:55,EDT,28715205,IMPV,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
25,"['quot', '@howardlindzon', '12', 'Trading', 'Lessons', 'From', 'The', 'Volatile', 'Month', 'Of', 'October', 'via', '@zortrades', '$STUDY', '$SPY', '$IWM', '$QQQ', 'quot']",2014-11-1,12:05:32,EDT,28715197,IWM,[u'suggested'],23495,123468,Technical,[u'Equities'],Novice,Day Trader,paststat
26,"['pricelinecom', 'did', 'this', 'Friday', 'closed', 'over', 'the', '50', 'SMA', 'upper', 'BB', 'amp', 'this', 'Resistance', 'line', '$PCLN']",2014-11-1,12:04:16,EDT,28715183,PCLN,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
27,"['Equitable', 'Resources', 'closed', 'back', 'over', 'this', 'Resistance', 'line', 'amp', 'right', 'at', 'the', 'upper', 'BB', '$EQT']",2014-11-1,12:02:32,EDT,28715170,EQT,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
28,"['PPG', 'Industries', 'closed', 'above', 'the', 'upper', 'BB', 'amp', 'this', 'Decl', 'Trend-line', 'on', 'very', 'big', 'Volume', '$PPG']",2014-11-1,12:01:06,EDT,28715158,PPG,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
29,"['Barclays', 'found', 'Resistance', 'at', 'the', '200', 'SMA', 'but', 'an', 'impressive', 'hold', 'of', 'most', 'of', 'the', 'gains', 'on', 'Friday', '$BCS']",2014-11-1,11:59:24,EDT,28715142,BCS,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
30,"['Check', 'out', 'what', 'yr', '6', 'of', 'Prez', 'Cycle', 'does', 'in', 'NovDec', 'Yeah', 'pretty', 'much', 'a', 'rocketship', 'up', '$SPY']",2014-11-1,11:58:28,EDT,28715135,SPY,"[u'suggested', u'official']",16198,173658,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,Swing Trader,RyanDetrick
31,"['YPF', 'Sociedad', 'closed', 'with', 'a', 'VERY', 'strong', 'move', 'above', 'the', 'upper', 'BB', 'amp', 'this', 'Decl', 'Trend-line', '$YPF']",2014-11-1,11:57:29,EDT,28715127,YPF,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
32,"['Don', '39t', 'look', 'now', 'but', '$SPX', 'in', '3914', 'up', '9', 'YTD', 'Avg', 'yr', 'up', '540', 'as', 'of', '1031', '$SPY']",2014-11-1,11:56:57,EDT,28715119,SPX,"[u'suggested', u'official']",16199,173658,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,Swing Trader,RyanDetrick
33,"['[', 'New', 'Post', ']', 'McClellan', 'Oscillator', 'Studying', 'the', 'Next', 'Market', 'Pullback', 'via', '@seeitmarket', '$SPY', '$NYA', '$SPX', '$IWM', '$QQQ', '$STUDY']",2014-11-1,11:56:36,EDT,28715114,SPX,"[u'suggested', u'official']",26799,3509,Technical,"[u'Forex', u'Futures']",Professional,Day Trader,andrewunknown
34,"['@Scorponox', 'I', 'see', 'you', '39re', 'into', 'options', 'there', 'are', 'likely', 'many', 'approaches', 'to', 'trading', '$TWTR', 'profitably', 'with', 'options', 'now', 'that', '$45', 'has', 'breached']",2014-11-1,11:56:25,EDT,28715109,TWTR,[u'suggested'],1211,382749,Technical,"[u'Equities', u'Options']",,Swing Trader,Syncubate
35,"['Sumitomo', 'Mitsui', 'Financial', 'seems', 'to', 'really', 'like', 'this', '$840', 'level', '$SMFG', 'JapanQE']",2014-11-1,11:55:09,EDT,28715095,SMFG,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
36,"['quot', '@PresidiumCap', 'Kennedy-Wilson', 'quietly', 'roared', 'towards', 'July', 'Resistance', 'big', 'Vol', 'day', 'Friday', 'to', 'end', 'Oct', '$KW', 'quot', 'lt-Nitrous']",2014-11-1,11:54:30,EDT,28715089,KW,"[u'suggested', u'official']",23523,16249,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,,gtlackey
37,"['Tele', 'Celular', 'launced', 'over', 'the', 'converged', '50200', 'SMA', 'on', 'Friday', 'on', 'big', 'Volume', 'RSIMACD', 'Rising', '$TSU']",2014-11-1,11:53:11,EDT,28715074,TSU,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
38,"['12', 'Trading', 'Lessons', 'From', 'The', 'Volatile', 'Month', 'Of', 'October', 'via', '@zortrades', '$STUDY', '$SPY', '$IWM', '$QQQ']",2014-11-1,11:52:57,EDT,28715072,IWM,"[u'suggested', u'official']",87660,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
39,"['Ummm', 'this', 'is', 'positive', 'not', 'negative', 'Breadth', 'Composite', '$STUDY']",2014-11-1,11:52:48,EDT,28715071,STUDY,"[u'suggested', u'official']",23526,16249,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,,gtlackey
40,"['TIL', 'JCP', 'has', 'been', 'in', 'a', 'slow', 'motion', 'train', 'wreck', 'for', '20', 'years', '$STUDY']",2014-11-1,11:52:24,EDT,28715066,STUDY,"[u'suggested', u'official']",4242,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
41,"['2', 'historically', 'very', 'bullish', 'months', 'left', 'can', '3914', 'get', '10', 'more', 'new', '$SPX', 'closing', 'highs', 'and', 'tie', '3913', 'Would', 'probably', 'really', 'upset', 'the', 'QE', 'crowd']",2014-11-1,11:51:02,EDT,28715052,SPX,"[u'suggested', u'official']",16199,173658,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,Swing Trader,RyanDetrick
42,"['12', 'Trading', 'Lessons', 'From', 'The', 'Volatile', 'Month', 'Of', 'October', 'via', '@zortrades', '$STUDY', '$SPY', '$IWM', '$QQQ']",2014-11-1,11:50:51,EDT,28715049,IWM,"[u'ir', u'suggested', u'official']",87418,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
43,"['Kennedy-Wilson', 'has', 'quietly', 'roared', 'towards', 'July', 'Resistance', 'big', 'Volume', 'day', 'Friday', 'to', 'end', 'Oct', '$KW']",2014-11-1,11:50:17,EDT,28715047,KW,"[u'suggested', u'official']",439,207894,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,PresidiumCap
44,"['35', 'new', 'all-time', 'closing', 'highs', 'for', '$SPX', 'in', '3914', '45', 'last', 'year', 'Here', 'are', 'all', 'years', 'since', '3950', '$SPY']",2014-11-1,11:50:06,EDT,28715045,SPX,"[u'suggested', u'official']",16198,173658,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,Swing Trader,RyanDetrick
45,"['Lots', 'of', 'people', 'continuing', 'to', 'share', 'great', 'links', 'on', 'the', '$STUDY', 'stream']",2014-11-1,11:47:45,EDT,28715022,STUDY,"[u'ir', u'suggested', u'official']",87418,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
46,"['Yesterday', 'was', 'the', '35th', 'new', 'all-time', 'closing', 'high', 'for', '$SPX', 'in', '3914', 'Also', 'first', 'in', '31', 'trading', 'days', 'longest', 'since', '32', 'days', 'SeptAug', '3913', '$SPY']",2014-11-1,11:47:29,EDT,28715018,SPX,"[u'suggested', u'official']",16198,173658,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,Swing Trader,RyanDetrick
47,"['Groupon', 'and', 'that', 'pesky', '200', 'day', 'moving', 'average', '$GRPN', 'Quick', 'video']",2014-11-1,11:47:16,EDT,28715013,GRPN,"[u'suggested', u'official']",2229,55714,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,steadytrader
48,"['$SPY', 'Sentiment', 'page', 'has', 'kept', 'you', 'on', 'the', 'right', 'side', 'of', 'market']",2014-11-1,11:44:20,EDT,28714977,SPY,"[u'suggested', u'official']",62933,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
49,"['November', 'during', '2nd', 'yr', 'of', 'Prez', 'Cycle', 'is', 'the', 'second', 'best', 'month', 'only', 'Oct', 'is', 'better', '$SPY']",2014-11-1,11:42:50,EDT,28714963,SPY,"[u'suggested', u'official']",16198,173658,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,Swing Trader,RyanDetrick
50,"['@derekhernquist', 'quot', 'complex', 'problems', 'the', 'level', 'of', 'uncertainty', 'means', 'there', 'often', 'is', 'no', 'single', 'right', 'answer', 'to', 'know', 'and', 'deliver', 'quot', '$STUDY']",2014-11-1,11:42:04,EDT,28714960,STUDY,"[u'suggested', u'official']",29614,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
