,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['Puma', 'Biotechnology', 'has', 'a', 'Gap', 'Fill', 'wowzer', '$PBYI']",2014-12-26,10:49:25,EST,30658902,PBYI,"[u'suggested', u'official']",31465,12134,Technical,"[u'Equities', u'Options', u'Private Companies']",Intermediate,Swing Trader,1nvestor
1,"['The', 'strength', 'in', 'Utilities', 'is', 'mind-blowing', '$D', '$NEE', '$SO', '$DUK', 'wow']",2014-12-26,10:48:07,EST,30658845,D,[u'suggested'],13649,9949,Fundamental,[u'Equities'],Professional,Position Trader,vcutrader
2,"['Yep', 'off', 'to', 'the', 'races', 'we', 'go', 'with', '$AAPL', 'Mentioned', 'in', 'like', '10', 'mins', 'ago']",2014-12-26,10:47:55,EST,30658835,AAPL,[u'suggested'],4479,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
3,"['Biotech', 'out-performs', '$XBI', '23', '$IBB', '21']",2014-12-26,10:46:49,EST,30658791,IBB,[u'suggested'],8388,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
4,"['They', 'hate', 'us', 'cause', 'they', 'ain', '39t', 'us', '$GRPN']",2014-12-26,10:46:34,EST,30658785,GRPN,"[u'suggested', u'official']",6108,73,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,TradeIdeas1
5,"['quot', '@TradeIdeasQuant', '$CYTK', 'Oh', 'Snap', 'that', 'is', 'Nice', 'Nice', 'pop', 'right', 'thereyep', 'Running', 'up', '028', 'in', '81', 'seconds', 'quot']",2014-12-26,10:46:00,EST,30658763,CYTK,"[u'suggested', u'official']",6108,73,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,TradeIdeas1
6,"['Google', 'Bars', 'Developers', 'From', 'Including', 'User', 'Testimonials', 'In', 'Play', 'Store', 'App', 'Descriptions', 'Finally', '$GOOGL', '$GOOG', '$AAPL']",2014-12-26,10:45:21,EST,30658728,AAPL,[u'suggested'],32672,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
7,"['$BABA', 'acting', 'quite', 'poopoo', 'today', '5', 'DMA', 'China', 'Wall']",2014-12-26,10:44:21,EST,30658665,BABA,[u'suggested'],4479,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
8,"['Dow', 'Still', '66', 'Below', 'Its', '1999', 'Peak', '$GLD']",2014-12-26,10:43:40,EST,30658627,GLD,"[u'suggested', u'official']",1586,296805,,[],,,TalkMarkets
9,"['Holiday', 'Friday', 'Mid', 'Morning', 'Daily', '$dia', 'quick', 'looker', 'waves', 'trends', 'RSI', 'amp', 'perspective', 'gt', 'gt', 'gt']",2014-12-26,10:43:35,EST,30658625,DIA,[u'suggested'],26282,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
