,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['Shares', 'Of', 'Second', 'Sight', 'Medical', 'Continue', 'Showing', 'Strength', 'Following', 'Wednesday', '39s', 'IPO', '$EYES']",2014-11-20,10:50:00,EST,29463906,EYES,"[u'suggested', u'official']",49894,7108,Fundamental,"[u'Equities', u'Options']",Professional,Day Trader,Benzinga
1,"['$AVGO', 'on', 'watch', 'don', '39t', 'like', 'the', 'STO', 'here', 'but', '60', 'minute', 'looking', 'better']",2014-11-20,10:50:03,EST,29463911,AVGO,[u'suggested'],2122,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
2,"['The', 'Marketfield', 'fund', 'perfect', 'example', 'of', 'the', 'behavior', 'gap', 'at', 'work', '$STUDY', 'cc', '@MichaelBatnick', '@awealthofcs', '@ppearlman']",2014-11-20,10:48:47,EST,29463762,STUDY,"[u'suggested', u'official']",36304,76,Global Macro,[u'Equities'],Professional,Position Trader,abnormalreturns
3,"['Signs', 'of', 'Weakness', '$SPX', '$RUT']",2014-11-20,10:48:33,EST,29463735,SPX,"[u'suggested', u'official']",3106,32071,Technical,"[u'Equities', u'Futures']",Professional,Swing Trader,SharePlanner
4,"['quot', '@lumberjax', '$BABA', 'quot', 'gt', 'daily', 'candle', 'right', 'smack', 'at', '20', 'DMA']",2014-11-20,10:48:26,EST,29463721,BABA,[u'suggested'],3714,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
5,"['Nat', 'Gas', 'storage', 'numbers', 'have', 'now', 'crossed', 'into', 'negative', 'territory', 'WoW', 'which', 'is', 'interesting', '$NGF']",2014-11-20,10:48:03,EST,29463675,NG_F,"[u'suggested', u'official']",9332,78,Momentum,[u'Equities'],Professional,Swing Trader,LDrogen
6,"['$EYES', 'intrday', 'flag']",2014-11-20,10:47:47,EST,29463658,EYES,[u'suggested'],29707,1769,Technical,[u'Equities'],Professional,Day Trader,szaman
7,"['Quiz', 'IF', 'you', 'like', 'opportunities', 'you', 'might', 'like', 'this', 'situation', '$SPY', '$TLT', '$GLD', '$EURUSD', '$DBC']",2014-11-20,10:47:30,EST,29463617,EURUSD,"[u'suggested', u'official']",26163,188312,Technical,"[u'Equities', u'Futures', u'Bonds']",Professional,,KimbleCharting
8,"['$FLT', '60', 'min', 'IBD50', 'trade', 'only', 'the', 'best', 'forget', 'the', 'rest', 'well', 'not', 'really', 'LOL']",2014-11-20,10:47:22,EST,29463590,FLT,[u'suggested'],2122,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
9,"['$BABA', 'there', 'is', 'that', '11220']",2014-11-20,10:46:51,EST,29463531,BABA,[u'suggested'],29707,1769,Technical,[u'Equities'],Professional,Day Trader,szaman
